UKB_sparse_bin	YRI_bin	UKB_WBfreq
1	0	17
1	28	1
2	0	13
2	6	1
2	13	1
2	20	1
2	68	1
3	0	8
3	1	2
3	2	1
3	3	1
3	7	1
3	9	1
3	10	1
3	23	1
3	66	1
4	0	6
4	2	1
4	3	1
4	10	1
4	12	1
4	20	1
4	30	1
4	44	1
4	46	1
4	63	1
4	74	1
4	122	1
5	0	1
5	2	1
5	7	1
5	10	1
5	22	1
5	25	1
5	33	1
5	36	1
5	41	1
5	49	1
5	52	2
5	54	1
5	60	1
5	63	2
5	122	1
6	3	1
6	6	3
6	10	1
6	13	1
6	33	2
6	36	1
6	49	1
6	55	1
6	58	1
6	66	1
6	71	1
6	95	1
6	98	1
6	163	1
7	1	1
7	13	1
7	14	1
7	20	1
7	22	2
7	27	1
7	28	1
7	38	1
7	55	1
7	58	1
7	71	1
7	95	1
7	112	1
7	120	1
7	152	1
7	166	1
8	1	1
8	10	1
8	17	1
8	22	1
8	41	1
8	44	1
8	52	1
8	55	1
8	61	1
8	79	1
8	82	1
8	84	1
8	92	1
8	95	1
8	101	1
8	125	1
8	128	1
9	1	1
9	6	1
9	9	1
9	14	1
9	28	1
9	42	1
9	44	2
9	87	1
9	98	1
9	101	1
9	103	2
9	104	1
9	152	1
9	166	1
9	168	1
10	1	1
10	39	1
10	41	1
10	47	1
10	60	1
10	79	1
10	95	1
10	101	1
10	112	1
10	131	1
10	133	1
10	147	1
10	152	1
10	155	1
10	157	1
10	179	1
10	182	1
10	184	1
