UKB_sparse_bin	CHB_bin	UKB_WBfreq
1	0	10
1	1	2
1	2	1
1	11	1
2	0	7
2	1	1
2	2	1
2	14	1
2	15	1
2	92	2
3	0	3
3	1	1
3	2	2
3	7	1
3	11	1
3	13	1
3	20	1
3	24	1
3	27	1
3	56	1
3	116	1
4	0	1
4	1	1
4	2	1
4	8	1
4	11	1
4	13	1
4	37	1
4	38	1
4	59	1
4	70	1
4	84	1
4	97	1
4	100	1
5	10	1
5	24	1
5	29	1
5	62	1
5	70	1
5	78	1
5	81	1
5	84	1
5	105	1
5	119	1
5	140	1
5	143	1
5	149	1
6	5	1
6	7	1
6	14	1
6	38	1
6	41	1
6	45	1
6	46	1
6	48	1
6	59	1
6	65	1
6	73	1
6	89	1
6	97	1
6	122	1
7	2	2
7	14	1
7	22	1
7	30	1
7	57	1
7	92	1
7	113	1
7	152	1
7	165	4
8	21	2
8	38	1
8	59	1
8	61	1
8	72	1
8	100	1
8	118	1
8	132	1
8	135	1
8	157	1
8	168	1
8	173	1
8	203	1
9	75	1
9	81	1
9	97	1
9	100	2
9	105	1
9	119	1
9	132	1
9	133	1
9	141	1
9	151	1
9	152	1
9	167	1
10	65	1
10	92	1
10	108	1
10	124	1
10	132	1
10	152	1
10	164	1
10	168	2
10	184	1
10	189	1
10	198	1
10	203	1
10	205	1
