UKB_sparse_bin	YRI_bin	UKB_WBfreq
0	0	29981
0	1	840
0	2	397
0	3	668
0	4	246
0	6	466
0	7	267
0	9	256
0	10	358
0	12	222
0	13	292
0	14	140
0	16	283
0	17	145
0	19	144
0	20	303
0	22	256
0	23	103
0	25	251
0	27	84
0	28	243
0	30	76
0	31	247
0	33	195
0	34	131
0	36	137
0	38	48
0	39	139
0	41	148
0	42	70
0	44	92
0	46	59
0	47	64
0	49	69
0	50	34
0	52	80
0	54	45
0	55	81
0	57	31
0	58	54
0	60	56
0	61	21
0	63	70
0	65	15
0	66	50
0	68	42
0	69	13
0	71	33
0	73	7
0	74	47
0	76	12
0	77	15
0	79	42
0	81	16
0	82	24
0	84	9
0	85	46
0	87	11
0	88	6
0	90	16
0	92	13
0	93	7
0	95	9
0	96	9
0	98	5
0	100	3
0	101	3
0	103	4
0	104	2
0	106	4
0	108	5
0	109	2
0	111	7
0	112	6
0	114	1
0	115	3
0	117	3
0	119	1
0	120	5
0	122	2
0	123	1
0	125	5
0	128	4
0	130	3
0	133	5
0	135	1
0	136	6
0	138	1
0	139	1
0	141	8
0	142	2
0	144	1
0	147	1
0	152	3
0	154	1
0	163	1
1	0	136225
1	1	7208
1	2	4484
1	3	6531
1	4	2467
1	6	5342
1	7	2422
1	9	2394
1	10	4707
1	12	2224
1	13	3700
1	14	1771
1	16	3599
1	17	1699
1	19	1652
1	20	3074
1	22	2883
1	23	1420
1	25	2628
1	27	1227
1	28	2335
1	30	1217
1	31	2447
1	33	1788
1	34	852
1	36	1752
1	38	879
1	39	1689
1	41	1742
1	42	769
1	44	1532
1	46	628
1	47	1156
1	49	1101
1	50	534
1	52	1146
1	54	581
1	55	1066
1	57	484
1	58	888
1	60	771
1	61	356
1	63	651
1	65	395
1	66	679
1	68	585
1	69	291
1	71	689
1	73	265
1	74	527
1	76	549
1	77	256
1	79	436
1	81	226
1	82	356
1	84	180
1	85	369
1	87	357
1	88	142
1	90	311
1	92	115
1	93	239
1	95	214
1	96	120
1	98	207
1	100	107
1	101	217
1	103	114
1	104	58
1	106	124
1	108	73
1	109	141
1	111	123
1	112	112
1	114	82
1	115	58
1	117	107
1	119	30
1	120	57
1	122	47
1	123	17
1	125	66
1	127	29
1	128	35
1	130	41
1	131	26
1	133	32
1	135	16
1	136	24
1	138	14
1	139	22
1	141	34
1	142	13
1	144	20
1	146	11
1	147	17
1	149	14
1	150	12
1	152	20
1	154	6
1	155	6
1	157	12
1	158	1
1	160	10
1	162	4
1	163	49
1	165	1
1	166	7
1	168	6
1	169	4
1	171	10
1	173	1
1	174	4
