UKB_sparse_bin	CHB_bin	UKB_WBfreq
0	0	14103
0	1	773
0	2	474
0	4	190
0	5	54
0	7	68
0	8	162
0	10	95
0	11	249
0	13	41
0	14	59
0	15	21
0	17	44
0	18	38
0	20	18
0	21	141
0	22	64
0	24	98
0	26	25
0	27	46
0	29	33
0	30	12
0	32	25
0	34	27
0	35	19
0	37	29
0	38	18
0	40	24
0	41	44
0	43	12
0	45	7
0	46	30
0	48	7
0	49	1
0	51	11
0	53	1
0	54	49
0	56	34
0	57	83
0	59	8
0	61	9
0	62	12
0	64	7
0	65	1
0	67	13
0	68	13
0	70	141
0	72	46
0	73	27
0	75	20
0	76	3
0	78	4
0	80	1
0	81	1
0	83	2
0	87	1
0	89	1
0	94	1
0	97	3
0	108	1
0	127	1
1	0	350434
1	1	26096
1	2	13107
1	4	8999
1	5	4221
1	7	3813
1	8	6312
1	10	3365
1	11	5136
1	13	2520
1	14	5105
1	15	2067
1	17	3913
1	18	2192
1	20	1497
1	21	3201
1	22	1393
1	24	2452
1	26	1278
1	27	2431
1	29	2097
1	30	882
1	32	1969
1	34	917
1	35	2022
1	37	1791
1	38	818
1	40	1272
1	41	603
1	43	1303
1	45	593
1	46	1057
1	48	899
1	49	385
1	51	727
1	53	374
1	54	776
1	56	691
1	57	323
1	59	755
1	61	309
1	62	527
1	64	287
1	65	405
1	67	389
1	68	130
1	70	286
1	72	146
1	73	287
1	75	206
1	76	138
1	78	289
1	80	199
1	81	277
1	83	111
1	84	188
1	86	185
1	87	69
1	89	234
1	91	84
1	92	116
1	94	152
1	95	91
1	97	112
1	99	61
1	100	102
1	102	26
1	103	83
1	105	64
1	106	54
1	108	84
1	110	31
1	111	36
1	113	17
1	114	9
1	116	44
1	118	8
1	119	37
1	121	33
1	122	34
1	124	4
1	125	32
1	127	16
1	130	30
1	132	14
1	133	27
1	135	10
1	137	19
1	138	19
1	140	11
1	141	1
1	143	2
1	144	4
1	146	2
1	148	4
1	149	3
1	151	9
1	154	26
1	156	5
1	157	2
1	162	2
1	168	7
1	170	1
1	183	1
1	187	1
1	189	1
1	206	1
2	0	204095
2	1	33542
2	2	18667
2	4	12595
2	5	5660
2	7	5048
2	8	10038
2	10	4229
2	11	9156
2	13	3363
2	14	7020
2	15	3190
2	17	7679
2	18	3164
2	20	3579
2	21	5692
2	22	2566
2	24	5611
2	26	2692
2	27	4426
2	29	4139
2	30	2057
2	32	3803
2	34	1501
2	35	3612
2	37	2986
2	38	1413
2	40	3179
2	41	1574
2	43	2505
2	45	1305
2	46	2441
2	48	2208
2	49	988
2	51	2004
2	53	912
2	54	1949
2	56	1791
2	57	969
2	59	1452
2	61	723
2	62	1191
2	64	717
2	65	1460
2	67	1530
2	68	719
2	70	899
2	72	447
2	73	871
2	75	674
2	76	498
2	78	678
2	80	398
2	81	639
2	83	229
2	84	628
2	86	518
2	87	244
2	89	409
2	91	198
2	92	437
2	94	449
2	95	183
2	97	472
2	99	189
2	100	333
2	102	145
2	103	289
2	105	194
2	106	114
2	108	356
2	110	104
2	111	207
2	113	242
2	114	62
2	116	161
2	118	59
2	119	97
2	121	115
2	122	19
2	124	125
2	125	67
2	127	201
2	129	136
2	130	75
2	132	96
2	133	31
2	135	146
2	137	60
2	138	92
2	140	24
2	141	4
2	143	41
2	144	19
2	146	83
2	148	16
2	149	58
2	151	51
2	152	42
2	154	14
2	157	3
2	159	6
2	160	2
2	162	4
2	165	10
2	167	6
2	168	9
2	170	2
2	175	5
2	176	4
2	178	2
2	181	1
2	183	1
2	184	2
2	186	2
2	187	5
3	0	58687
3	1	19253
3	2	12945
3	4	8863
3	5	4462
3	7	4229
3	8	6884
3	10	3629
3	11	6457
3	13	3069
3	14	5685
3	15	2856
3	17	5298
3	18	2830
3	20	2366
3	21	5582
3	22	2413
3	24	4886
3	26	2240
3	27	4354
3	29	4338
3	30	1717
3	32	4160
3	34	1965
3	35	3168
3	37	2876
3	38	1433
3	40	2686
3	41	1415
3	43	2594
3	45	1423
3	46	2716
3	48	2267
3	49	1365
3	51	2180
3	53	1158
3	54	2254
3	56	1782
3	57	968
3	59	1814
3	61	874
3	62	1700
3	64	868
3	65	1399
3	67	1599
3	68	755
3	70	1304
3	72	698
3	73	1324
3	75	1234
3	76	534
3	78	1022
3	80	510
3	81	864
3	83	499
3	84	739
3	86	706
3	87	289
3	89	552
3	91	271
3	92	495
3	94	601
3	95	282
3	97	384
3	99	284
3	100	427
3	102	211
3	103	577
3	105	451
3	106	213
3	108	372
3	110	165
3	111	403
3	113	313
3	114	97
3	116	299
3	118	171
3	119	282
3	121	209
3	122	65
3	124	202
3	125	109
3	127	281
3	129	46
3	130	132
3	132	104
3	133	158
3	135	155
3	137	16
3	138	59
3	140	84
3	141	28
3	143	59
3	144	21
3	146	82
3	148	17
3	149	57
3	151	47
3	152	23
3	154	47
3	156	28
3	157	31
3	159	31
3	160	4
3	162	74
3	164	39
3	165	21
3	167	14
3	168	21
3	170	15
3	171	5
3	173	36
3	176	19
3	178	9
3	179	10
3	181	9
3	183	8
3	184	3
3	187	3
3	189	23
3	200	1
3	206	1
4	0	14284
4	1	7699
4	2	6816
4	4	4732
4	5	2000
4	7	2028
4	8	4109
4	10	1985
4	11	4448
4	13	2014
4	14	3906
4	15	1952
4	17	3069
4	18	1769
4	20	1707
4	21	2951
4	22	1675
4	24	3349
4	26	1775
4	27	3091
4	29	2960
4	30	1365
4	32	2819
4	34	1483
4	35	2726
4	37	2511
4	38	1223
4	40	2437
4	41	1132
4	43	2363
4	45	1283
4	46	2037
4	48	1953
4	49	1034
4	51	1981
4	53	984
4	54	1993
4	56	1871
4	57	868
4	59	1620
4	61	836
4	62	1500
4	64	975
4	65	1580
4	67	1505
4	68	684
4	70	1391
4	72	704
4	73	1316
4	75	1177
4	76	478
4	78	950
4	80	555
4	81	1224
4	83	706
4	84	939
4	86	986
4	87	413
4	89	666
4	91	336
4	92	699
4	94	613
4	95	340
4	97	723
4	99	469
4	100	693
4	102	319
4	103	568
4	105	615
4	106	220
4	108	386
4	110	249
4	111	425
4	113	436
4	114	230
4	116	401
4	118	194
4	119	379
4	121	313
4	122	165
4	124	270
4	125	162
4	127	372
4	129	96
4	130	261
4	132	203
4	133	89
4	135	135
4	137	71
4	138	283
4	140	188
4	141	48
4	143	129
4	144	42
4	146	117
4	148	55
4	149	177
4	151	189
4	152	60
4	154	135
4	156	61
4	157	152
4	159	72
4	160	30
4	162	44
4	164	37
4	165	41
4	167	45
4	168	41
4	170	33
4	171	14
4	173	23
4	175	5
4	176	8
4	178	7
4	179	4
4	181	23
4	183	13
4	184	23
4	186	2
4	187	9
4	189	36
4	190	10
4	192	3
4	194	1
4	195	2
4	197	2
4	198	1
4	200	2
4	202	6
4	203	3
4	206	1
5	0	12229
5	1	9135
5	2	8985
5	4	6393
5	5	3086
5	7	2663
5	8	5971
5	10	2942
5	11	6068
5	13	3233
5	14	5033
5	15	3005
5	17	5229
5	18	2395
5	20	2616
5	21	6230
5	22	2740
5	24	4885
5	26	2853
5	27	5424
5	29	5072
5	30	2450
5	32	5377
5	34	2437
5	35	5059
5	37	4521
5	38	2597
5	40	4358
5	41	2163
5	43	4278
5	45	2263
5	46	4241
5	48	4307
5	49	1967
5	51	3833
5	53	2072
5	54	3962
5	56	3673
5	57	1749
5	59	3542
5	61	1731
5	62	3500
5	64	1526
5	65	3407
5	67	2894
5	68	1500
5	70	2902
5	72	1445
5	73	2818
5	75	2728
5	76	1366
5	78	2666
5	80	1441
5	81	2639
5	83	1300
5	84	2698
5	86	2629
5	87	1066
5	89	2286
5	91	961
5	92	2015
5	94	1841
5	95	979
5	97	1783
5	99	880
5	100	1844
5	102	894
5	103	1744
5	105	1701
5	106	862
5	108	1376
5	110	667
5	111	1363
5	113	1403
5	114	621
5	116	1489
5	118	644
5	119	1072
5	121	1071
5	122	524
5	124	953
5	125	514
5	127	971
5	129	490
5	130	945
5	132	833
5	133	471
5	135	828
5	137	295
5	138	621
5	140	608
5	141	267
5	143	443
5	144	258
5	146	587
5	148	262
5	149	538
5	151	334
5	152	251
5	154	329
5	156	213
5	157	448
5	159	459
5	160	200
5	162	251
5	164	127
5	165	323
5	167	117
5	168	325
5	170	201
5	171	81
5	173	123
5	175	32
5	176	60
5	178	70
5	179	45
5	181	110
5	183	35
5	184	36
5	186	20
5	187	57
5	189	59
5	190	6
5	192	12
5	194	21
5	195	60
5	197	28
5	198	4
5	200	12
5	203	5
5	206	2
6	0	2723
6	1	2810
6	2	3485
6	4	2495
6	5	1301
6	7	1254
6	8	2148
6	10	1180
6	11	2654
6	13	1298
6	14	2752
6	15	1146
6	17	2113
6	18	1267
6	20	1245
6	21	2645
6	22	1188
6	24	2666
6	26	1113
6	27	2780
6	29	2868
6	30	1317
6	32	2871
6	34	1311
6	35	2638
6	37	2564
6	38	1354
6	40	2839
6	41	1340
6	43	2875
6	45	1366
6	46	3047
6	48	3020
6	49	1320
6	51	2744
6	53	1182
6	54	2515
6	56	2837
6	57	1188
6	59	2569
6	61	1436
6	62	2644
6	64	1246
6	65	2638
6	67	2364
6	68	1308
6	70	2645
6	72	1328
6	73	2420
6	75	2438
6	76	1093
6	78	2211
6	80	991
6	81	2081
6	83	1050
6	84	2226
6	86	2244
6	87	1119
6	89	2427
6	91	905
6	92	2136
6	94	1858
6	95	927
6	97	1900
6	99	1004
6	100	2261
6	102	1127
6	103	1785
6	105	1702
6	106	937
6	108	1478
6	110	685
6	111	1578
6	113	1483
6	114	779
6	116	1060
6	118	581
6	119	1535
6	121	1030
6	122	479
6	124	1056
6	125	612
6	127	994
6	129	459
6	130	924
6	132	1067
6	133	385
6	135	895
6	137	497
6	138	953
6	140	720
6	141	375
6	143	894
6	144	467
6	146	692
6	148	307
6	149	689
6	151	589
6	152	270
6	154	479
6	156	309
6	157	585
6	159	486
6	160	239
6	162	301
6	164	141
6	165	427
6	167	172
6	168	325
6	170	235
6	171	154
6	173	223
6	175	124
6	176	209
6	178	136
6	179	123
6	181	172
6	183	96
6	184	109
6	186	57
6	187	129
6	189	89
6	190	64
6	192	130
6	194	25
6	195	142
6	197	58
6	198	18
6	200	18
6	202	20
6	203	44
6	205	8
6	206	8
7	0	714
7	1	794
7	2	1310
7	4	949
7	5	603
7	7	393
7	8	1066
7	10	842
7	11	1274
7	13	627
7	14	1168
7	15	456
7	17	1300
7	18	619
7	20	745
7	21	1303
7	22	909
7	24	1565
7	26	750
7	27	1295
7	29	1730
7	30	836
7	32	1636
7	34	731
7	35	1607
7	37	1840
7	38	904
7	40	1880
7	41	961
7	43	2348
7	45	1001
7	46	1985
7	48	2041
7	49	816
7	51	1963
7	53	1066
7	54	1859
7	56	2103
7	57	985
7	59	2187
7	61	986
7	62	2383
7	64	1004
7	65	2052
7	67	2254
7	68	1020
7	70	2075
7	72	1181
7	73	2087
7	75	2562
7	76	1173
7	78	2062
7	80	1010
7	81	1833
7	83	1029
7	84	2061
7	86	2088
7	87	955
7	89	1999
7	91	1058
7	92	1925
7	94	2375
7	95	1025
7	97	2179
7	99	918
7	100	1937
7	102	1228
7	103	2230
7	105	1655
7	106	1091
7	108	2007
7	110	1064
7	111	1946
7	113	2006
7	114	983
7	116	1486
7	118	780
7	119	1801
7	121	1568
7	122	783
7	124	1507
7	125	691
7	127	1492
7	129	603
7	130	1532
7	132	1227
7	133	586
7	135	1375
7	137	782
7	138	1339
7	140	1271
7	141	637
7	143	1204
7	144	498
7	146	894
7	148	487
7	149	1229
7	151	1004
7	152	508
7	154	786
7	156	381
7	157	953
7	159	810
7	160	495
7	162	796
7	164	324
7	165	766
7	167	453
7	168	595
7	170	771
7	171	249
7	173	553
7	175	205
7	176	595
7	178	497
7	179	292
7	181	385
7	183	228
7	184	352
7	186	155
7	187	321
7	189	227
7	190	129
7	192	332
7	194	85
7	195	182
7	197	187
7	198	78
7	200	139
7	202	69
7	203	129
7	205	48
7	206	27
8	0	242
8	1	211
8	2	464
8	4	513
8	5	212
8	7	287
8	8	567
8	10	264
8	11	669
8	13	294
8	14	794
8	15	385
8	17	687
8	18	314
8	20	491
8	21	801
8	22	491
8	24	816
8	26	470
8	27	807
8	29	1165
8	30	535
8	32	1166
8	34	528
8	35	1181
8	37	1277
8	38	723
8	40	1182
8	41	691
8	43	1344
8	45	815
8	46	1291
8	48	1670
8	49	679
8	51	1560
8	53	847
8	54	1606
8	56	1678
8	57	739
8	59	1528
8	61	803
8	62	1839
8	64	773
8	65	1661
8	67	1806
8	68	953
8	70	2073
8	72	973
8	73	2333
8	75	1887
8	76	846
8	78	1944
8	80	990
8	81	2034
8	83	1071
8	84	1680
8	86	1880
8	87	1184
8	89	1768
8	91	1028
8	92	2020
8	94	1941
8	95	1293
8	97	2316
8	99	1240
8	100	1810
8	102	1089
8	103	2303
8	105	2046
8	106	802
8	108	1982
8	110	1109
8	111	1839
8	113	1848
8	114	953
8	116	2092
8	118	1143
8	119	1886
8	121	1871
8	122	950
8	124	1922
8	125	940
8	127	1918
8	129	902
8	130	1978
8	132	2131
8	133	849
8	135	1733
8	137	725
8	138	1683
8	140	1751
8	141	626
8	143	1433
8	144	725
8	146	1418
8	148	800
8	149	1422
8	151	1273
8	152	728
8	154	1239
8	156	676
8	157	1345
8	159	1112
8	160	618
8	162	1622
8	164	626
8	165	1349
8	167	510
8	168	1118
8	170	827
8	171	468
8	173	787
8	175	365
8	176	844
8	178	698
8	179	467
8	181	756
8	183	430
8	184	625
8	186	377
8	187	682
8	189	434
8	190	344
8	192	477
8	194	280
8	195	531
8	197	451
8	198	174
8	200	442
8	202	121
8	203	340
8	205	223
8	206	103
9	0	80
9	1	39
9	2	203
9	4	271
9	5	107
9	7	65
9	8	108
9	10	143
9	11	200
9	13	67
9	14	196
9	15	122
9	17	189
9	18	139
9	20	161
9	21	309
9	22	207
9	24	418
9	26	215
9	27	420
9	29	441
9	30	282
9	32	524
9	34	260
9	35	823
9	37	477
9	38	287
9	40	546
9	41	279
9	43	804
9	45	420
9	46	555
9	48	657
9	49	379
9	51	735
9	53	422
9	54	880
9	56	991
9	57	512
9	59	910
9	61	456
9	62	926
9	64	450
9	65	1138
9	67	1198
9	68	661
9	70	1314
9	72	574
9	73	1202
9	75	1162
9	76	568
9	78	1281
9	80	673
9	81	1365
9	83	716
9	84	1474
9	86	1624
9	87	705
9	89	1523
9	91	802
9	92	1753
9	94	1615
9	95	967
9	97	1601
9	99	922
9	100	1973
9	102	769
9	103	1799
9	105	1808
9	106	943
9	108	1778
9	110	828
9	111	1811
9	113	1735
9	114	795
9	116	1998
9	118	942
9	119	2034
9	121	1872
9	122	985
9	124	2157
9	125	1009
9	127	2379
9	129	950
9	130	1895
9	132	1863
9	133	1017
9	135	1834
9	137	1069
9	138	2101
9	140	2025
9	141	1015
9	143	2167
9	144	999
9	146	1946
9	148	955
9	149	2042
9	151	2140
9	152	1058
9	154	1808
9	156	861
9	157	1915
9	159	1918
9	160	1010
9	162	1905
9	164	993
9	165	1862
9	167	847
9	168	1793
9	170	1676
9	171	1035
9	173	1651
9	175	691
9	176	1478
9	178	1406
9	179	570
9	181	1577
9	183	617
9	184	1182
9	186	541
9	187	1407
9	189	1158
9	190	522
9	192	1112
9	194	493
9	195	1171
9	197	1096
9	198	506
9	200	723
9	202	490
9	203	1053
9	205	699
9	206	460
10	0	47
10	1	1
10	2	4
10	4	6
10	5	5
10	7	3
10	8	5
10	10	7
10	11	8
10	13	4
10	14	11
10	15	4
10	17	52
10	18	9
10	20	18
10	21	20
10	22	12
10	24	48
10	26	32
10	27	29
10	29	72
10	30	71
10	32	86
10	34	24
10	35	70
10	37	78
10	38	46
10	40	75
10	41	30
10	43	146
10	45	38
10	46	124
10	48	95
10	49	62
10	51	110
10	53	32
10	54	100
10	56	113
10	57	44
10	59	97
10	61	47
10	62	216
10	64	73
10	65	151
10	67	196
10	68	123
10	70	205
10	72	89
10	73	190
10	75	185
10	76	146
10	78	437
10	80	205
10	81	232
10	83	118
10	84	286
10	86	315
10	87	162
10	89	415
10	91	169
10	92	379
10	94	538
10	95	210
10	97	399
10	99	304
10	100	471
10	102	179
10	103	425
10	105	390
10	106	335
10	108	588
10	110	248
10	111	715
10	113	614
10	114	369
10	116	747
10	118	313
10	119	620
10	121	701
10	122	451
10	124	771
10	125	337
10	127	833
10	129	540
10	130	1006
10	132	885
10	133	389
10	135	817
10	137	413
10	138	1220
10	140	1129
10	141	576
10	143	993
10	144	600
10	146	1103
10	148	553
10	149	1254
10	151	1199
10	152	545
10	154	1101
10	156	621
10	157	1491
10	159	1339
10	160	827
10	162	1358
10	164	677
10	165	1379
10	167	710
10	168	1475
10	170	1700
10	171	852
10	173	1915
10	175	1070
10	176	1797
10	178	1890
10	179	978
10	181	2071
10	183	1024
10	184	1962
10	186	1018
10	187	1855
10	189	2011
10	190	1141
10	192	2462
10	194	1436
10	195	2411
10	197	2866
10	198	1252
10	200	3099
10	202	1281
10	203	4147
10	205	3931
10	206	21344
