bin	CHB_two_sided_statistic	CHB_two_sided_pvalue	CHB_two_sided_meta_pvalue	CHB_one_sided_statistic	CHB_one_sided_pvalue	CHB_one_sided_meta_pvalue	CHB_conservative_one_sided_meta_pvalue	CHB_heterozygosity_meta_pvalue	YRI_two_sided_statistic	YRI_two_sided_pvalue	YRI_two_sided_meta_pvalue	YRI_one_sided_statistic	YRI_one_sided_pvalue	YRI_one_sided_meta_pvalue	YRI_conservative_one_sided_meta_pvalue	YRI_heterozygosity_meta_pvalue
1	-3.3066862542245303	0.0022841172322871825	0.00045702827174611487	-3.3066862542245303	0.0022841172322871825	0.00045702827174611487	0.0025743588883167267	0.07214969837486786	-1.6556976832111907	0.10726212282417667	0.007639889414800355	-1.6556976832111907	0.10726212282417667	0.007639889414800355	0.0007414006711089997	0.052154111726050535
2	-1.58505022824043	0.12278673576786951	0.00045702827174611487	-1.58505022824043	0.12278673576786951	0.00045702827174611487	0.0025743588883167267	0.07214969837486786	-3.775847192674683	0.0006542730946851648	0.007639889414800355	-3.775847192674683	0.0006542730946851648	0.007639889414800355	0.0007414006711089997	0.052154111726050535
3	-2.413684102603907	0.021500221127419478	0.00045702827174611487	-2.413684102603907	0.021500221127419478	0.00045702827174611487	0.0025743588883167267	0.07214969837486786	-2.499235670890402	0.017596242428044768	0.007639889414800355	-2.499235670890402	0.017596242428044768	0.007639889414800355	0.0007414006711089997	0.052154111726050535
4	1.5661469607320107	0.12714988252913081	0.00045702827174611487	1.5661469607320107	0.12714988252913081	0.00045702827174611487	0.0025743588883167267	0.07214969837486786	-1.0645452777543474	0.29504717902233246	0.007639889414800355	-1.0645452777543474	0.29504717902233246	0.007639889414800355	0.0007414006711089997	0.052154111726050535
5	-0.6489331049613996	0.5208720419365096	0.00045702827174611487	-0.6489331049613996	0.5208720419365096	0.00045702827174611487	0.0025743588883167267	0.07214969837486786	-0.23788467374731104	0.8134411934393141	0.007639889414800355	-0.23788467374731104	0.8134411934393141	0.007639889414800355	0.0007414006711089997	0.052154111726050535
6	-1.2506212377558203	0.22013785195589278	0.00045702827174611487	-1.2506212377558203	0.22013785195589278	0.00045702827174611487	0.0025743588883167267	0.07214969837486786	-0.58378099001732	0.5634590023236533	0.007639889414800355	-0.58378099001732	0.5634590023236533	0.007639889414800355	0.0007414006711089997	0.052154111726050535
7	-2.3772535915672237	0.02339216910042924	0.00045702827174611487	-2.3772535915672237	0.02339216910042924	0.00045702827174611487	0.0025743588883167267	0.07214969837486786	-1.223642586460675	0.229751079810274	0.007639889414800355	-1.223642586460675	0.229751079810274	0.007639889414800355	0.0007414006711089997	0.052154111726050535
8	-1.2268481371261406	0.22882731100524123	0.00045702827174611487	-1.2268481371261406	0.22882731100524123	0.00045702827174611487	0.0025743588883167267	0.07214969837486786	-0.10798750482608967	0.914679682405574	0.007639889414800355	-0.10798750482608967	0.914679682405574	0.007639889414800355	0.0007414006711089997	0.052154111726050535
9	-0.9758252192043495	0.33624865774963175	0.00045702827174611487	-0.9758252192043495	0.33624865774963175	0.00045702827174611487	0.0025743588883167267	0.07214969837486786	-1.0681487371639897	0.2932032517197203	0.007639889414800355	-1.0681487371639897	0.2932032517197203	0.007639889414800355	0.0007414006711089997	0.052154111726050535
10	1.1299685975186402	0.26662992169848276	0.00045702827174611487	1.1299685975186402	0.26662992169848276	0.00045702827174611487	0.0025743588883167267	0.07214969837486786	-0.8178182255139138	0.4193251784901716	0.007639889414800355	-0.8178182255139138	0.4193251784901716	0.007639889414800355	0.0007414006711089997	0.052154111726050535
