UKB_sparse_bin	YRI_bin	UKB_WBfreq
0	0	53489
0	1	1396
0	2	692
0	3	1331
0	4	417
0	6	887
0	7	510
0	9	428
0	10	697
0	12	292
0	13	670
0	14	252
0	16	567
0	17	196
0	19	211
0	20	466
0	22	358
0	23	183
0	25	521
0	27	171
0	28	521
0	30	170
0	31	334
0	33	441
0	34	157
0	36	179
0	38	137
0	39	430
0	41	241
0	42	110
0	44	219
0	46	77
0	47	115
0	49	147
0	50	68
0	52	88
0	54	73
0	55	122
0	57	59
0	58	100
0	60	107
0	61	62
0	63	95
0	65	24
0	66	67
0	68	62
0	69	22
0	71	62
0	73	37
0	74	57
0	76	43
0	77	21
0	79	56
0	81	18
0	82	37
0	84	43
0	85	42
0	87	17
0	88	5
0	90	33
0	92	30
0	93	28
0	95	37
0	96	20
0	98	20
0	100	6
0	101	13
0	103	10
0	104	10
0	106	18
0	108	12
0	109	7
0	111	21
0	112	19
0	114	7
0	115	1
0	117	8
0	119	5
0	120	20
0	122	31
0	123	7
0	125	20
0	127	1
0	128	14
0	130	4
0	133	13
0	136	4
0	141	18
0	142	4
0	149	1
0	152	7
0	166	2
0	168	1
0	174	1
0	177	1
1	0	657281
1	1	30892
1	2	18922
1	3	28731
1	4	11278
1	6	21649
1	7	10160
1	9	10293
1	10	18792
1	12	8888
1	13	15679
1	14	7464
1	16	14802
1	17	7117
1	19	7002
1	20	12614
1	22	12430
1	23	5788
1	25	10242
1	27	4809
1	28	9442
1	30	4841
1	31	9203
1	33	7811
1	34	3674
1	36	6911
1	38	3527
1	39	7104
1	41	6751
1	42	3045
1	44	5789
1	46	2775
1	47	4664
1	49	4699
1	50	2234
1	52	4394
1	54	2240
1	55	3796
1	57	1910
1	58	3534
1	60	3141
1	61	1444
1	63	2959
1	65	1437
1	66	2677
1	68	2292
1	69	1219
1	71	2529
1	73	1000
1	74	2048
1	76	2157
1	77	986
1	79	1889
1	81	845
1	82	1551
1	84	681
1	85	1529
1	87	1295
1	88	626
1	90	1286
1	92	501
1	93	925
1	95	956
1	96	536
1	98	865
1	100	440
1	101	762
1	103	540
1	104	333
1	106	537
1	108	259
1	109	513
1	111	332
1	112	392
1	114	365
1	115	244
1	117	420
1	119	146
1	120	246
1	122	229
1	123	100
1	125	250
1	127	117
1	128	168
1	130	206
1	131	126
1	133	148
1	135	98
1	136	135
1	138	65
1	139	163
1	141	203
1	142	58
1	144	95
1	146	52
1	147	76
1	149	54
1	150	41
1	152	102
1	154	20
1	155	36
1	157	58
1	158	18
1	160	33
1	162	17
1	163	157
1	165	8
1	166	19
1	168	22
1	169	10
1	171	47
1	173	5
1	174	22
1	176	19
1	177	9
1	179	3
1	181	9
1	182	8
1	184	5
1	187	7
1	189	3
1	190	13
1	192	7
1	193	3
1	195	2
1	200	1
1	203	1
1	206	1
1	211	3
2	0	151959
2	1	22801
2	2	13852
2	3	22058
2	4	10288
2	6	18383
2	7	9081
2	9	8679
2	10	16298
2	12	8356
2	13	15330
2	14	7401
2	16	13779
2	17	6031
2	19	5915
2	20	12242
2	22	11459
2	23	5416
2	25	10193
2	27	5197
2	28	10006
2	30	4395
2	31	9100
2	33	8340
2	34	4383
2	36	7592
2	38	3771
2	39	7797
2	41	6831
2	42	3186
2	44	6354
2	46	3424
2	47	5687
2	49	5195
2	50	2397
2	52	5381
2	54	2494
2	55	4791
2	57	2333
2	58	4378
2	60	4039
2	61	2126
2	63	3978
2	65	1805
2	66	3689
2	68	3398
2	69	1689
2	71	3074
2	73	1403
2	74	2785
2	76	2355
2	77	1130
2	79	2241
2	81	1049
2	82	2181
2	84	1055
2	85	1855
2	87	1664
2	88	781
2	90	1664
2	92	820
2	93	1645
2	95	1636
2	96	842
2	98	1222
2	100	533
2	101	985
2	103	915
2	104	578
2	106	1025
2	108	437
2	109	889
2	111	498
2	112	954
2	114	868
2	115	386
2	117	687
2	119	317
2	120	626
2	122	485
2	123	225
2	125	496
2	127	228
2	128	473
2	130	400
2	131	193
2	133	272
2	135	201
2	136	323
2	138	228
2	139	309
2	141	393
2	142	134
2	144	275
2	146	138
2	147	151
2	149	173
2	150	112
2	152	166
2	154	67
2	155	129
2	157	274
2	158	49
2	160	166
2	162	67
2	163	94
2	165	30
2	166	97
2	168	66
2	169	39
2	171	60
2	173	42
2	174	54
2	176	67
2	177	9
2	179	31
2	181	22
2	182	27
2	184	5
2	185	9
2	187	15
2	189	11
2	190	102
2	192	15
2	193	30
2	195	6
2	196	8
2	198	7
2	200	2
2	201	4
2	206	4
2	208	2
2	209	2
2	211	5
2	216	2
3	0	41767
3	1	10396
3	2	6735
3	3	11213
3	4	5514
3	6	9697
3	7	4712
3	9	4314
3	10	8919
3	12	4361
3	13	8222
3	14	3923
3	16	8127
3	17	3706
3	19	3404
3	20	7193
3	22	7100
3	23	3433
3	25	6399
3	27	3176
3	28	6487
3	30	2959
3	31	6000
3	33	6149
3	34	3125
3	36	5624
3	38	2765
3	39	5266
3	41	4847
3	42	2305
3	44	4217
3	46	2212
3	47	4438
3	49	4002
3	50	2011
3	52	3836
3	54	1727
3	55	3460
3	57	1734
3	58	3222
3	60	3198
3	61	1530
3	63	2821
3	65	1455
3	66	2790
3	68	2876
3	69	1401
3	71	2762
3	73	1276
3	74	2508
3	76	2075
3	77	967
3	79	1887
3	81	845
3	82	1784
3	84	930
3	85	1723
3	87	1892
3	88	811
3	90	1717
3	92	716
3	93	1372
3	95	1332
3	96	622
3	98	1364
3	100	678
3	101	1290
3	103	1004
3	104	590
3	106	837
3	108	428
3	109	821
3	111	386
3	112	834
3	114	777
3	115	459
3	117	768
3	119	275
3	120	618
3	122	643
3	123	303
3	125	546
3	127	268
3	128	507
3	130	472
3	131	165
3	133	465
3	135	119
3	136	375
3	138	210
3	139	316
3	141	268
3	142	99
3	144	256
3	146	100
3	147	249
3	149	228
3	150	85
3	152	140
3	154	85
3	155	266
3	157	161
3	158	99
3	160	118
3	162	57
3	163	103
3	165	85
3	166	80
3	168	75
3	169	45
3	171	124
