UKB_sparse_bin	CHB_bin	UKB_WBfreq
1	0	25
1	1	2
1	2	1
1	4	1
1	8	1
1	70	1
1	97	1
2	0	14
2	1	1
2	2	1
2	10	1
2	14	1
2	17	2
2	18	1
2	35	1
2	41	1
2	43	1
2	45	1
2	48	1
2	56	1
2	59	1
2	75	1
2	80	1
2	108	1
3	0	4
3	1	2
3	2	2
3	4	1
3	8	1
3	13	1
3	14	3
3	17	1
3	18	1
3	20	1
3	24	2
3	26	1
3	29	1
3	35	1
3	37	1
3	38	1
3	45	1
3	46	1
3	70	1
3	83	1
3	95	1
3	113	1
3	116	1
4	0	1
4	1	2
4	2	3
4	4	1
4	8	2
4	10	1
4	14	1
4	15	1
4	17	1
4	20	1
4	21	1
4	27	2
4	32	1
4	35	1
4	37	2
4	38	1
4	40	1
4	46	1
4	67	1
4	78	1
4	105	2
4	140	1
4	159	2
5	0	2
5	2	2
5	4	1
5	11	1
5	13	1
5	14	2
5	17	1
5	21	2
5	32	2
5	38	1
5	43	1
5	48	1
5	51	1
5	53	1
5	54	1
5	62	1
5	65	1
5	70	1
5	75	1
5	76	1
5	94	1
5	106	1
5	108	1
5	151	1
5	162	1
5	164	1
6	5	1
6	11	1
6	14	1
6	15	1
6	17	2
6	18	1
6	21	1
6	29	1
6	32	1
6	46	2
6	51	2
6	54	1
6	59	2
6	61	1
6	62	1
6	67	1
6	68	1
6	70	1
6	81	1
6	89	1
6	92	1
6	97	1
6	108	1
6	111	1
6	113	1
6	130	1
6	137	1
7	2	1
7	10	1
7	14	2
7	15	1
7	21	2
7	30	2
7	51	1
7	53	1
7	54	1
7	56	1
7	64	1
7	65	2
7	78	1
7	83	1
7	87	1
7	108	2
7	110	1
7	111	2
7	116	2
7	121	1
7	122	1
7	140	1
7	146	1
7	179	1
8	2	1
8	21	1
8	24	1
8	30	1
8	34	1
8	35	1
8	38	1
8	40	1
8	41	1
8	43	1
8	59	1
8	72	1
8	73	1
8	81	1
8	83	1
8	84	1
8	89	2
8	92	1
8	100	1
8	103	2
8	108	1
8	113	1
8	118	1
8	146	1
8	157	1
8	160	1
8	162	1
8	168	1
8	203	1
9	17	1
9	49	1
9	59	1
9	61	1
9	64	1
9	65	1
9	78	1
9	81	1
9	83	1
9	86	1
9	97	1
9	100	1
9	105	1
9	106	1
9	111	1
9	116	1
9	119	2
9	122	1
9	124	1
9	125	1
9	130	1
9	138	1
9	156	1
9	157	1
9	162	1
9	173	1
9	176	2
9	187	1
9	192	1
10	56	1
10	75	1
10	92	1
10	99	1
10	110	1
10	116	1
10	119	1
10	121	3
10	124	1
10	132	2
10	133	1
10	135	1
10	140	1
10	146	1
10	149	1
10	164	1
10	165	2
10	176	1
10	178	2
10	179	2
10	181	1
10	190	1
10	192	2
10	205	1
10	206	1
