bin	CHB_two_sided_statistic	CHB_two_sided_pvalue	CHB_two_sided_meta_pvalue	CHB_one_sided_statistic	CHB_one_sided_pvalue	CHB_one_sided_meta_pvalue	CHB_conservative_one_sided_meta_pvalue	CHB_heterozygosity_meta_pvalue	YRI_two_sided_statistic	YRI_two_sided_pvalue	YRI_two_sided_meta_pvalue	YRI_one_sided_statistic	YRI_one_sided_pvalue	YRI_one_sided_meta_pvalue	YRI_conservative_one_sided_meta_pvalue	YRI_heterozygosity_meta_pvalue
1	-7.907709182493291	7.01230009524713e-11	5.738494655176256e-10	-7.907709182493291	7.01230009524713e-11	5.738494655176256e-10	3.1233179662176317e-12	1.3110497225175091e-10	-5.433402842194032	1.0594492419193956e-06	2.2834160597659128e-08	-5.433402842194032	1.0594492419193956e-06	2.2834160597659128e-08	1.206325494152798e-08	1.8391494510570994e-08
2	-3.3409841989978877	0.001440339952493202	5.738494655176256e-10	-3.3409841989978877	0.001440339952493202	5.738494655176256e-10	3.1233179662176317e-12	1.3110497225175091e-10	-3.674662986509341	0.0005096966202122567	2.2834160597659128e-08	-3.674662986509341	0.0005096966202122567	2.2834160597659128e-08	1.206325494152798e-08	1.8391494510570994e-08
3	-2.7805787520903915	0.007238273737125527	5.738494655176256e-10	-2.7805787520903915	0.007238273737125527	5.738494655176256e-10	3.1233179662176317e-12	1.3110497225175091e-10	-3.529319288124843	0.0008065960860385514	2.2834160597659128e-08	-3.529319288124843	0.0008065960860385514	2.2834160597659128e-08	1.206325494152798e-08	1.8391494510570994e-08
4	-1.97568656232573	0.05279347970862038	5.738494655176256e-10	-1.97568656232573	0.05279347970862038	5.738494655176256e-10	3.1233179662176317e-12	1.3110497225175091e-10	0.1813324960667277	0.8567176961990913	2.2834160597659128e-08	0.1813324960667277	0.8567176961990913	2.2834160597659128e-08	1.206325494152798e-08	1.8391494510570994e-08
5	0.25031497617174553	0.8031987926674097	5.738494655176256e-10	0.25031497617174553	0.8031987926674097	5.738494655176256e-10	3.1233179662176317e-12	1.3110497225175091e-10	-2.1050712596020458	0.039479975653622885	2.2834160597659128e-08	-2.1050712596020458	0.039479975653622885	2.2834160597659128e-08	1.206325494152798e-08	1.8391494510570994e-08
6	0.09118111979164122	0.9276523763375608	5.738494655176256e-10	0.09118111979164122	0.9276523763375608	5.738494655176256e-10	3.1233179662176317e-12	1.3110497225175091e-10	-1.0214155446144961	0.3111576301585392	2.2834160597659128e-08	-1.0214155446144961	0.3111576301585392	2.2834160597659128e-08	1.206325494152798e-08	1.8391494510570994e-08
7	-0.7234655028069227	0.47220442466206736	5.738494655176256e-10	-0.7234655028069227	0.47220442466206736	5.738494655176256e-10	3.1233179662176317e-12	1.3110497225175091e-10	-1.0793394312829052	0.28475554575322065	2.2834160597659128e-08	-1.0793394312829052	0.28475554575322065	2.2834160597659128e-08	1.206325494152798e-08	1.8391494510570994e-08
8	1.4823616779519722	0.1434763633674084	5.738494655176256e-10	1.4823616779519722	0.1434763633674084	5.738494655176256e-10	3.1233179662176317e-12	1.3110497225175091e-10	-1.0781418180832394	0.2852847609955776	2.2834160597659128e-08	-1.0781418180832394	0.2852847609955776	2.2834160597659128e-08	1.206325494152798e-08	1.8391494510570994e-08
9	-0.4808084167417914	0.632400802106402	5.738494655176256e-10	-0.4808084167417914	0.632400802106402	5.738494655176256e-10	3.1233179662176317e-12	1.3110497225175091e-10	-0.731239951173406	0.4674779444174322	2.2834160597659128e-08	-0.731239951173406	0.4674779444174322	2.2834160597659128e-08	1.206325494152798e-08	1.8391494510570994e-08
10	1.0447267519719377	0.3003386946671922	5.738494655176256e-10	1.0447267519719377	0.3003386946671922	5.738494655176256e-10	3.1233179662176317e-12	1.3110497225175091e-10	-1.196315529880634	0.2362779520977847	2.2834160597659128e-08	-1.196315529880634	0.2362779520977847	2.2834160597659128e-08	1.206325494152798e-08	1.8391494510570994e-08
