UKB_sparse_bin	YRI_bin	UKB_WBfreq
1	0	14
1	1	1
1	2	1
1	7	1
1	23	1
1	49	1
2	0	11
2	1	4
2	2	1
2	3	1
2	4	1
2	16	1
3	0	3
3	1	1
3	2	1
3	6	1
3	7	1
3	16	1
3	23	1
3	27	1
3	31	1
3	34	1
3	42	1
3	44	1
3	57	1
3	65	1
3	93	1
3	112	1
3	127	1
4	0	2
4	1	2
4	9	1
4	16	1
4	19	1
4	22	1
4	25	2
4	30	1
4	33	1
4	36	1
4	50	1
4	58	1
4	60	1
4	114	1
4	133	1
4	160	1
5	2	1
5	4	1
5	6	1
5	22	1
5	25	1
5	27	1
5	31	1
5	36	2
5	42	1
5	50	1
5	61	1
5	73	1
5	76	1
5	82	1
5	109	1
5	123	1
5	162	1
6	1	1
6	2	1
6	3	1
6	9	1
6	17	1
6	19	1
6	28	1
6	31	1
6	33	2
6	38	1
6	47	1
6	58	1
6	82	1
6	87	1
6	98	1
6	120	1
6	127	1
6	203	1
7	0	1
7	1	1
7	3	2
7	6	1
7	22	1
7	28	1
7	44	1
7	46	1
7	49	1
7	55	1
7	57	1
7	79	1
7	87	1
7	90	1
7	98	1
7	125	1
7	171	1
7	189	1
8	10	1
8	12	2
8	20	1
8	22	1
8	38	1
8	41	1
8	44	1
8	46	1
8	49	1
8	54	1
8	55	2
8	74	1
8	101	1
8	111	1
8	147	1
8	149	1
8	150	1
9	3	1
9	7	1
9	36	1
9	39	2
9	42	1
9	58	1
9	61	1
9	65	1
9	85	1
9	90	1
9	101	1
9	104	1
9	130	2
9	157	1
9	168	1
9	176	1
9	182	1
10	3	1
10	20	1
10	44	1
10	47	1
10	57	1
10	73	1
10	95	1
10	96	1
10	104	1
10	114	1
10	141	1
10	147	1
10	162	1
10	182	1
10	185	1
10	187	1
10	190	1
10	193	1
10	200	1
