UKB_sparse_bin	YRI_bin	UKB_WBfreq
0	0	28675
0	1	754
0	2	379
0	3	737
0	4	236
0	6	452
0	7	250
0	9	233
0	10	378
0	12	185
0	13	368
0	14	142
0	16	292
0	17	114
0	19	113
0	20	264
0	22	229
0	23	108
0	25	273
0	27	88
0	28	260
0	30	106
0	31	183
0	33	229
0	34	122
0	36	105
0	38	88
0	39	227
0	41	132
0	42	64
0	44	91
0	46	39
0	47	85
0	49	104
0	50	26
0	52	51
0	54	42
0	55	58
0	57	30
0	58	49
0	60	56
0	61	39
0	63	47
0	65	12
0	66	40
0	68	32
0	69	16
0	71	44
0	73	19
0	74	32
0	76	23
0	77	12
0	79	25
0	81	9
0	82	20
0	84	13
0	85	21
0	87	14
0	88	3
0	90	16
0	92	13
0	93	14
0	95	20
0	96	8
0	98	11
0	100	7
0	101	5
0	103	4
0	104	6
0	106	9
0	108	5
0	109	2
0	111	7
0	112	9
0	114	7
0	115	1
0	117	6
0	119	4
0	120	11
0	122	27
0	123	7
0	125	12
0	128	6
0	130	1
0	131	1
0	133	6
0	135	11
0	136	3
0	141	7
0	142	4
0	149	1
0	152	4
0	166	2
0	174	1
0	177	1
1	0	495731
1	1	26820
1	2	16312
1	3	25341
1	4	10435
1	6	19576
1	7	9368
1	9	8959
1	10	16672
1	12	7889
1	13	14713
1	14	6779
1	16	13203
1	17	6284
1	19	6278
1	20	11529
1	22	11064
1	23	5104
1	25	9465
1	27	4780
1	28	8660
1	30	4400
1	31	8475
1	33	7215
1	34	3548
1	36	6655
1	38	3319
1	39	6637
1	41	6298
1	42	2755
1	44	5344
1	46	2645
1	47	4724
1	49	4285
1	50	2086
1	52	4256
1	54	1946
1	55	3779
1	57	1937
1	58	3346
1	60	2931
1	61	1446
1	63	3019
1	65	1389
1	66	2560
1	68	2318
1	69	1201
1	71	2135
1	73	948
1	74	1933
1	76	2044
1	77	889
1	79	1884
1	81	820
1	82	1607
1	84	725
1	85	1514
1	87	1302
1	88	645
1	90	1300
1	92	551
1	93	973
1	95	858
1	96	359
1	98	875
1	100	407
1	101	757
1	103	521
1	104	296
1	106	532
1	108	239
1	109	476
1	111	380
1	112	433
1	114	484
1	115	191
1	117	390
1	119	149
1	120	286
1	122	309
1	123	145
1	125	278
1	127	122
1	128	202
1	130	218
1	131	105
1	133	147
1	135	130
1	136	176
1	138	76
1	139	156
1	141	167
1	142	70
1	144	114
1	146	83
1	147	100
1	149	71
1	150	53
1	152	76
1	154	29
1	155	37
1	157	48
1	158	33
1	160	40
1	162	11
1	163	63
1	165	8
1	166	19
1	168	27
1	169	64
1	171	79
1	173	13
1	174	15
1	176	22
1	177	6
1	179	5
1	181	6
1	182	41
1	184	15
1	187	5
1	189	3
1	190	16
1	192	5
1	193	2
1	195	2
1	203	2
1	206	4
1	211	1
2	0	109745
2	1	18210
2	2	11246
2	3	17737
2	4	8296
2	6	15033
2	7	7529
2	9	7194
2	10	13215
2	12	6706
2	13	12236
2	14	6098
2	16	11273
2	17	5471
2	19	5000
2	20	10534
2	22	9269
2	23	4471
2	25	8590
2	27	4213
2	28	8225
2	30	3803
2	31	8024
2	33	7555
2	34	3638
2	36	6798
2	38	3243
2	39	6703
2	41	6411
2	42	2751
2	44	5652
2	46	3003
2	47	4794
2	49	4509
2	50	2195
2	52	4876
2	54	2051
2	55	4298
2	57	2074
2	58	3966
2	60	3615
2	61	1868
2	63	3446
2	65	1569
2	66	3417
2	68	3001
2	69	1477
2	71	2671
2	73	1301
2	74	2382
2	76	1892
2	77	1099
2	79	1972
2	81	880
2	82	1871
2	84	907
2	85	1496
2	87	1528
2	88	683
2	90	1563
2	92	716
2	93	1572
2	95	1416
2	96	660
2	98	1277
2	100	469
2	101	987
2	103	794
2	104	519
2	106	816
2	108	387
2	109	781
2	111	362
2	112	855
2	114	610
2	115	314
2	117	611
2	119	309
2	120	609
2	122	463
2	123	261
2	125	508
2	127	319
2	128	410
2	130	375
2	131	181
2	133	284
2	135	138
2	136	358
2	138	189
2	139	288
2	141	380
2	142	120
2	144	255
2	146	102
2	147	180
2	149	195
2	150	74
2	152	318
2	154	70
2	155	156
2	157	268
2	158	41
2	160	116
2	162	62
2	163	101
2	165	36
2	166	96
2	168	69
2	169	28
2	171	61
2	173	19
2	174	58
2	176	66
2	177	25
2	179	28
2	181	49
2	182	21
2	184	10
2	185	8
2	187	21
2	189	10
2	190	88
2	193	26
2	195	15
2	196	5
2	198	19
2	200	4
2	201	6
2	203	1
2	204	2
2	206	1
2	208	1
2	209	3
2	211	7
2	212	2
2	214	2
2	216	1
3	0	32611
3	1	8673
3	2	6034
3	3	9825
3	4	4586
3	6	7976
3	7	3827
3	9	3643
3	10	7500
3	12	3945
3	13	7354
3	14	3341
3	16	6942
3	17	3234
3	19	2955
3	20	6281
3	22	6259
3	23	3057
3	25	5948
3	27	2730
3	28	5574
3	30	2731
3	31	5481
3	33	5396
3	34	2932
3	36	4960
3	38	2435
3	39	4607
3	41	4480
3	42	2114
3	44	3772
3	46	1932
3	47	3957
3	49	3568
3	50	1738
3	52	3278
3	54	1639
3	55	3250
3	57	1578
3	58	2844
3	60	2779
3	61	1359
3	63	2522
3	65	1302
3	66	2499
3	68	2506
3	69	1257
3	71	2468
3	73	1062
3	74	2279
3	76	1781
3	77	864
3	79	1648
3	81	777
3	82	1619
3	84	743
3	85	1660
3	87	1705
3	88	720
3	90	1529
3	92	679
3	93	1326
3	95	1450
3	96	575
3	98	1150
3	100	614
3	101	1234
3	103	985
3	104	537
3	106	914
3	108	403
3	109	799
3	111	382
