UKB_sparse_bin	YRI_bin	UKB_WBfreq
0	0	1782
0	1	54
0	2	26
0	3	54
0	4	12
0	6	28
0	7	11
0	9	7
0	10	27
0	12	11
0	13	24
0	14	12
0	16	36
0	17	3
0	19	5
0	20	9
0	22	5
0	23	3
0	25	16
0	27	6
0	28	17
0	30	1
0	31	3
0	33	9
0	34	8
0	36	17
0	38	11
0	39	3
0	41	13
0	42	4
0	44	5
0	46	2
0	47	11
0	49	10
0	50	3
0	54	3
0	55	6
0	57	1
0	58	4
0	60	1
0	63	2
0	66	1
0	69	1
0	71	4
0	74	6
0	81	1
0	84	2
0	85	2
0	90	1
0	92	1
0	95	2
0	98	1
0	111	2
0	112	1
0	128	1
0	135	1
1	0	380953
1	1	12983
1	2	7230
1	3	11299
1	4	4314
1	6	8471
1	7	3793
1	9	3920
1	10	6783
1	12	3376
1	13	5467
1	14	2721
1	16	5269
1	17	2323
1	19	2090
1	20	4347
1	22	4422
1	23	1881
1	25	4127
1	27	1680
1	28	3516
1	30	1643
1	31	3431
1	33	2950
1	34	1441
1	36	2538
1	38	1209
1	39	2575
1	41	2224
1	42	963
1	44	2033
1	46	893
1	47	1585
1	49	1741
1	50	956
1	52	1362
1	54	733
1	55	1198
1	57	585
1	58	1281
1	60	1098
1	61	561
1	63	959
1	65	511
1	66	839
1	68	714
1	69	398
1	71	819
1	73	329
1	74	647
1	76	537
1	77	294
1	79	551
1	81	221
1	82	526
1	84	203
1	85	409
1	87	364
1	88	191
1	90	341
1	92	162
1	93	300
1	95	331
1	96	135
1	98	279
1	100	115
1	101	199
1	103	156
1	104	90
1	106	190
1	108	61
1	109	203
1	111	109
1	112	135
1	114	87
1	115	47
1	117	90
1	119	51
1	120	101
1	122	67
1	123	38
1	125	60
1	127	37
1	128	37
1	130	42
1	131	31
1	133	59
1	135	24
1	136	60
1	138	11
1	139	31
1	141	33
1	142	39
1	144	23
1	146	16
1	147	21
1	149	11
1	150	3
1	152	21
1	154	5
1	155	7
1	157	20
1	158	3
1	160	7
1	162	3
1	163	52
1	165	3
1	166	3
1	168	4
1	169	1
1	171	15
1	173	2
1	174	4
1	176	7
1	177	3
1	179	2
1	181	1
1	184	2
1	187	2
1	189	1
1	192	2
1	193	2
1	211	1
2	0	166258
2	1	8969
2	2	5612
2	3	9233
2	4	3745
2	6	7130
2	7	3158
2	9	3020
2	10	6159
2	12	2731
2	13	5435
2	14	2380
2	16	4881
2	17	2024
2	19	2171
2	20	3760
2	22	3843
2	23	1870
2	25	3235
2	27	1600
2	28	3201
2	30	1627
2	31	2950
2	33	2458
2	34	1281
2	36	2185
2	38	941
2	39	2048
2	41	2072
2	42	941
2	44	1858
2	46	1053
2	47	1484
2	49	1601
2	50	687
2	52	1418
2	54	668
2	55	1362
2	57	623
2	58	1179
2	60	1072
2	61	594
2	63	888
2	65	463
2	66	913
2	68	692
2	69	353
2	71	712
2	73	301
2	74	553
2	76	653
2	77	309
2	79	494
2	81	282
2	82	475
2	84	190
2	85	389
2	87	400
2	88	241
2	90	359
2	92	222
2	93	283
2	95	312
2	96	122
2	98	218
2	100	109
2	101	217
2	103	208
2	104	99
2	106	194
2	108	60
2	109	148
2	111	118
2	112	137
2	114	112
2	115	59
2	117	149
2	119	49
2	120	127
2	122	115
2	123	53
2	125	52
2	127	21
2	128	75
2	130	52
2	131	35
2	133	33
2	135	19
2	136	35
2	138	21
2	139	31
2	141	38
2	142	10
2	144	23
2	146	19
2	147	45
2	149	27
2	150	12
2	152	27
2	154	12
2	155	11
2	157	51
2	158	5
2	160	36
2	162	12
2	163	14
2	165	4
2	166	53
