UKB_sparse_bin	YRI_bin	UKB_WBfreq
1	0	23
1	6	1
1	9	1
1	17	2
1	25	1
1	28	1
1	44	1
1	60	1
2	0	10
2	1	2
2	2	2
2	6	1
2	10	1
2	12	3
2	14	1
2	16	1
2	25	1
2	27	1
2	28	1
2	44	2
2	52	2
2	55	1
2	95	1
3	0	10
3	4	2
3	19	1
3	22	1
3	27	1
3	28	1
3	30	1
3	31	2
3	34	1
3	38	2
3	54	2
3	58	1
3	60	1
3	92	1
3	106	1
3	109	1
3	115	1
3	122	1
4	0	1
4	1	2
4	3	2
4	10	2
4	12	1
4	16	1
4	19	1
4	20	2
4	22	1
4	33	3
4	38	1
4	46	2
4	52	3
4	58	1
4	60	1
4	63	2
4	69	1
4	77	1
4	114	1
4	139	1
5	0	3
5	3	1
5	6	1
5	10	1
5	13	1
5	17	1
5	27	1
5	36	1
5	38	1
5	41	1
5	44	2
5	47	2
5	50	1
5	55	3
5	58	1
5	69	1
5	71	2
5	87	1
5	106	1
5	117	1
5	144	1
5	146	1
5	152	1
6	6	1
6	16	1
6	17	1
6	23	2
6	25	2
6	27	1
6	28	3
6	33	1
6	46	1
6	50	2
6	52	1
6	55	1
6	57	1
6	58	1
6	61	2
6	68	1
6	76	1
6	93	1
6	103	1
6	108	2
6	135	1
6	147	1
6	155	1
6	174	1
7	0	2
7	1	1
7	4	1
7	7	1
7	10	1
7	13	1
7	16	2
7	25	1
7	28	1
7	33	1
7	41	3
7	44	1
7	46	1
7	50	1
7	57	1
7	63	1
7	69	1
7	71	1
7	87	1
7	92	1
7	93	1
7	109	2
7	114	1
7	152	1
7	185	1
8	1	1
8	6	1
8	7	1
8	9	1
8	10	1
8	14	1
8	16	1
8	22	1
8	27	1
8	28	1
8	31	1
8	33	2
8	36	2
8	47	1
8	65	1
8	66	1
8	74	1
8	79	1
8	87	2
8	95	1
8	98	1
8	103	1
8	109	2
8	138	2
8	162	1
8	166	1
9	0	1
9	2	2
9	10	1
9	13	2
9	19	1
9	27	1
9	41	1
9	47	1
9	54	1
9	55	1
9	68	1
9	81	2
9	88	1
9	93	1
9	96	1
9	101	1
9	111	1
9	120	1
9	127	1
9	128	1
9	133	1
9	135	1
9	146	1
9	147	1
9	166	1
9	174	1
9	211	1
10	13	1
10	23	1
10	25	1
10	28	1
10	47	1
10	50	1
10	54	1
10	55	1
10	58	1
10	60	2
10	63	1
10	85	1
10	88	1
10	111	1
10	117	1
10	120	2
10	123	1
10	133	1
10	149	1
10	158	1
10	171	1
10	174	1
10	176	1
10	182	1
10	195	1
10	201	1
10	212	1
10	216	2
