UKB_sparse_bin	YRI_bin	UKB_WBfreq
1	0	19
1	1	1
1	20	1
1	22	1
1	33	1
1	52	1
2	0	11
2	1	2
2	3	2
2	4	1
2	9	1
2	10	2
2	13	1
2	50	1
2	85	1
2	111	1
2	115	1
3	0	6
3	1	1
3	2	2
3	3	4
3	6	1
3	7	2
3	10	1
3	12	1
3	13	1
3	20	1
3	30	1
3	52	1
3	76	1
4	0	1
4	1	2
4	10	1
4	13	3
4	16	2
4	19	3
4	22	2
4	25	1
4	30	2
4	39	2
4	58	1
4	63	1
4	68	1
4	90	1
4	111	1
5	0	2
5	3	1
5	9	2
5	10	1
5	14	1
5	17	1
5	19	1
5	20	1
5	22	1
5	23	1
5	25	1
5	28	1
5	31	1
5	49	2
5	55	1
5	84	1
5	87	1
5	109	1
5	117	1
5	120	1
6	0	3
6	1	1
6	2	1
6	6	1
6	13	1
6	14	1
6	25	2
6	34	1
6	42	1
6	47	1
6	49	1
6	55	1
6	61	1
6	87	1
6	90	1
6	95	1
6	117	2
6	125	1
6	142	1
6	150	1
7	0	1
7	2	1
7	3	1
7	9	1
7	13	1
7	22	1
7	25	1
7	34	1
7	36	1
7	39	1
7	41	1
7	46	1
7	66	1
7	84	1
7	85	2
7	95	1
7	104	1
7	119	1
7	123	1
7	130	1
7	133	1
7	158	1
7	160	1
8	4	1
8	10	1
8	14	1
8	20	1
8	25	1
8	33	1
8	39	1
8	49	1
8	52	1
8	54	1
8	55	1
8	57	3
8	58	1
8	76	1
8	79	1
8	96	1
8	120	2
8	139	1
8	141	1
8	149	1
9	3	1
9	6	1
9	23	1
9	28	1
9	38	2
9	41	1
9	44	1
9	52	1
9	79	1
9	85	1
9	98	1
9	114	1
9	117	1
9	120	1
9	128	1
9	133	1
9	136	1
9	138	2
9	144	1
9	160	1
9	169	1
9	193	1
10	0	1
10	19	1
10	58	1
10	69	1
10	71	1
10	95	1
10	101	2
10	106	2
10	111	1
10	112	1
10	115	1
10	120	1
10	122	1
10	127	1
10	136	1
10	149	1
10	160	1
10	184	1
10	185	1
10	192	1
10	195	1
10	216	1
