UKB_sparse_bin	YRI_bin	UKB_WBfreq
1	0	11
1	16	1
1	20	1
1	39	1
2	0	8
2	7	1
2	10	1
2	20	1
2	47	1
2	112	1
3	0	4
3	2	2
3	6	1
3	10	2
3	19	1
3	28	1
3	88	1
3	109	1
3	147	1
4	0	1
4	1	2
4	13	1
4	16	1
4	34	1
4	44	1
4	49	1
4	63	1
4	81	1
4	92	1
4	112	1
4	119	1
5	1	1
5	10	2
5	16	2
5	19	1
5	31	1
5	36	1
5	41	1
5	55	1
5	61	1
5	68	1
5	133	1
6	0	2
6	1	1
6	2	1
6	6	1
6	14	1
6	17	1
6	22	2
6	44	1
6	68	2
6	93	1
6	96	1
7	1	1
7	6	1
7	41	1
7	60	1
7	68	1
7	74	1
7	76	1
7	87	2
7	90	1
7	98	1
7	130	1
7	211	1
8	28	1
8	33	1
8	39	1
8	42	1
8	49	1
8	52	1
8	93	2
8	106	1
8	111	1
8	112	1
8	127	1
8	135	1
8	166	1
9	16	1
9	27	1
9	36	1
9	38	1
9	39	1
9	73	1
9	79	1
9	85	1
9	98	1
9	139	1
9	141	1
9	154	1
9	176	1
10	33	1
10	74	1
10	82	2
10	93	1
10	103	1
10	111	1
10	152	1
10	154	1
10	163	1
10	169	1
10	187	1
10	189	1
10	216	1
