bin	CHB_two_sided_statistic	CHB_two_sided_pvalue	CHB_two_sided_meta_pvalue	CHB_one_sided_statistic	CHB_one_sided_pvalue	CHB_one_sided_meta_pvalue	CHB_conservative_one_sided_meta_pvalue	CHB_heterozygosity_meta_pvalue	YRI_two_sided_statistic	YRI_two_sided_pvalue	YRI_two_sided_meta_pvalue	YRI_one_sided_statistic	YRI_one_sided_pvalue	YRI_one_sided_meta_pvalue	YRI_conservative_one_sided_meta_pvalue	YRI_heterozygosity_meta_pvalue
1	-28.77690998490247	1.5667261911527496e-17	2.7579677827201377e-11	-28.77690998490247	1.5667261911527496e-17	2.7579677827201377e-11	3.3863839611476065e-16	3.467524510502764e-10	-9.337444657469868	1.534415877183715e-08	0.0005693735794322299	-9.337444657469868	1.534415877183715e-08	0.0005693735794322299	2.8276282361891225e-07	0.0005727019308816371
2	-0.6308094936778816	0.5360924995844305	2.7579677827201377e-11	-0.6308094936778816	0.5360924995844305	2.7579677827201377e-11	3.3863839611476065e-16	3.467524510502764e-10	-0.03984645538402613	0.9686541550590617	0.0005693735794322299	-0.03984645538402613	0.9686541550590617	0.0005693735794322299	2.8276282361891225e-07	0.0005727019308816371
3	-2.8126348790197175	0.011515462683050755	2.7579677827201377e-11	-2.8126348790197175	0.011515462683050755	2.7579677827201377e-11	3.3863839611476065e-16	3.467524510502764e-10	-1.3300458480799275	0.20010880821192234	0.0005693735794322299	-1.3300458480799275	0.20010880821192234	0.0005693735794322299	2.8276282361891225e-07	0.0005727019308816371
4	-0.2311327980933649	0.819681531916016	2.7579677827201377e-11	-0.2311327980933649	0.819681531916016	2.7579677827201377e-11	3.3863839611476065e-16	3.467524510502764e-10	0.621827992575528	0.5414443997101928	0.0005693735794322299	0.621827992575528	0.5414443997101928	0.0005693735794322299	2.8276282361891225e-07	0.0005727019308816371
5	-0.035789196757270485	0.9718442739248137	2.7579677827201377e-11	-0.035789196757270485	0.9718442739248137	2.7579677827201377e-11	3.3863839611476065e-16	3.467524510502764e-10	-0.3004577724830467	0.7672700865147857	0.0005693735794322299	-0.3004577724830467	0.7672700865147857	0.0005693735794322299	2.8276282361891225e-07	0.0005727019308816371
6	0.3386787815596539	0.7387694671177061	2.7579677827201377e-11	0.3386787815596539	0.7387694671177061	2.7579677827201377e-11	3.3863839611476065e-16	3.467524510502764e-10	-0.6555226366078765	0.5204211019206182	0.0005693735794322299	-0.6555226366078765	0.5204211019206182	0.0005693735794322299	2.8276282361891225e-07	0.0005727019308816371
7	0.9654112583120515	0.3464647122153197	2.7579677827201377e-11	0.9654112583120515	0.3464647122153197	2.7579677827201377e-11	3.3863839611476065e-16	3.467524510502764e-10	-0.1218447293640617	0.9043012008279161	0.0005693735794322299	-0.1218447293640617	0.9043012008279161	0.0005693735794322299	2.8276282361891225e-07	0.0005727019308816371
8	0.48854197388838244	0.6310626898001321	2.7579677827201377e-11	0.48854197388838244	0.6310626898001321	2.7579677827201377e-11	3.3863839611476065e-16	3.467524510502764e-10	0.16170161965061194	0.8733416033809878	0.0005693735794322299	0.16170161965061194	0.8733416033809878	0.0005693735794322299	2.8276282361891225e-07	0.0005727019308816371
9	-0.07483667713879534	0.9411698790548736	2.7579677827201377e-11	-0.07483667713879534	0.9411698790548736	2.7579677827201377e-11	3.3863839611476065e-16	3.467524510502764e-10	0.06172569390197705	0.9514613108800349	0.0005693735794322299	0.06172569390197705	0.9514613108800349	0.0005693735794322299	2.8276282361891225e-07	0.0005727019308816371
10	-0.3657724808586168	0.7185744482024542	2.7579677827201377e-11	-0.3657724808586168	0.7185744482024542	2.7579677827201377e-11	3.3863839611476065e-16	3.467524510502764e-10	-1.614276848135337	0.1229476806150525	0.0005693735794322299	-1.614276848135337	0.1229476806150525	0.0005693735794322299	2.8276282361891225e-07	0.0005727019308816371
