UKB_sparse_bin	CHB_bin	UKB_WBfreq
1	0	26
1	1	1
1	2	2
1	4	1
1	8	1
1	97	1
2	0	12
2	1	2
2	2	2
2	8	1
2	11	1
2	14	2
2	17	2
2	20	1
2	21	1
2	29	2
2	41	1
2	46	1
2	48	1
2	56	1
2	59	1
2	67	1
3	0	2
3	1	2
3	2	3
3	4	1
3	5	1
3	13	1
3	14	1
3	15	1
3	17	2
3	21	1
3	22	1
3	24	4
3	26	1
3	34	1
3	37	1
3	38	1
3	43	1
3	46	1
3	51	1
3	70	1
3	83	1
3	105	2
4	0	1
4	1	1
4	2	3
4	11	1
4	14	1
4	15	1
4	21	2
4	27	1
4	29	1
4	32	2
4	35	1
4	37	1
4	38	1
4	40	1
4	43	2
4	46	1
4	65	1
4	70	1
4	73	1
4	76	1
4	89	1
4	94	1
4	135	1
4	140	1
4	151	1
4	159	1
4	162	1
5	7	1
5	8	1
5	11	1
5	13	1
5	14	1
5	15	1
5	17	1
5	26	1
5	29	1
5	32	2
5	37	1
5	38	1
5	43	1
5	46	1
5	48	1
5	51	3
5	53	1
5	54	1
5	56	1
5	62	2
5	67	1
5	75	1
5	89	2
5	92	1
5	108	1
5	127	1
6	5	1
6	14	3
6	17	2
6	18	1
6	21	3
6	32	1
6	46	1
6	57	2
6	67	1
6	108	3
6	110	1
6	111	2
6	114	1
6	116	2
6	121	1
6	122	1
6	124	1
6	127	1
6	137	1
6	143	1
6	146	1
6	167	1
7	0	1
7	2	2
7	15	1
7	21	1
7	30	3
7	40	2
7	54	1
7	56	2
7	59	1
7	62	1
7	65	1
7	78	1
7	81	1
7	86	1
7	103	1
7	108	1
7	111	1
7	118	1
7	121	3
7	127	1
7	137	1
7	140	1
7	143	1
7	157	1
7	162	1
8	17	1
8	27	1
8	37	1
8	41	1
8	49	2
8	65	1
8	67	1
8	72	1
8	73	2
8	81	1
8	84	1
8	89	2
8	103	1
8	108	1
8	111	1
8	113	1
8	119	1
8	124	2
8	125	1
8	130	1
8	149	2
8	156	1
8	159	1
8	160	1
8	168	1
8	195	1
9	34	1
9	59	1
9	64	1
9	65	1
9	73	1
9	78	1
9	81	1
9	83	1
9	84	1
9	92	1
9	95	1
9	105	1
9	106	1
9	111	1
9	119	1
9	122	1
9	130	1
9	132	1
9	135	1
9	138	1
9	140	1
9	149	1
9	157	1
9	162	2
9	173	2
9	176	1
9	184	1
9	187	2
9	195	1
10	54	1
10	61	1
10	75	1
10	80	1
10	97	1
10	119	1
10	121	3
10	132	1
10	135	2
10	146	1
10	151	1
10	162	2
10	164	1
10	165	1
10	168	2
10	171	1
10	178	2
10	179	1
10	181	1
10	190	2
10	192	3
10	206	2
