UKB_sparse_bin	YRI_bin	UKB_WBfreq
0	0	5272
0	1	139
0	2	54
0	3	131
0	4	37
0	6	67
0	7	44
0	9	29
0	10	93
0	12	13
0	13	39
0	14	10
0	16	102
0	17	26
0	19	26
0	20	47
0	22	39
0	23	24
0	25	46
0	27	23
0	28	63
0	30	20
0	31	28
0	33	39
0	34	12
0	36	30
0	38	17
0	39	15
0	41	25
0	42	8
0	44	14
0	46	2
0	47	18
0	49	10
0	50	7
0	52	10
0	54	6
0	55	10
0	57	3
0	58	2
0	60	12
0	61	3
0	63	6
0	66	11
0	68	1
0	69	1
0	71	8
0	73	6
0	74	14
0	76	4
0	79	4
0	81	3
0	82	5
0	84	3
0	85	3
0	87	2
0	88	1
0	90	8
0	92	2
0	93	4
0	95	7
0	98	4
0	100	1
0	101	3
0	103	3
0	104	3
0	106	3
0	112	1
0	120	11
0	122	3
0	125	1
0	127	3
0	128	2
0	130	1
0	133	1
0	136	1
0	152	1
1	0	324956
1	1	12045
1	2	7008
1	3	10134
1	4	3924
1	6	7563
1	7	3696
1	9	3580
1	10	6094
1	12	3129
1	13	5337
1	14	2672
1	16	4942
1	17	2364
1	19	2225
1	20	4526
1	22	4264
1	23	1816
1	25	3684
1	27	1771
1	28	3143
1	30	1667
1	31	2988
1	33	2561
1	34	1255
1	36	2385
1	38	1279
1	39	2366
1	41	2275
1	42	966
1	44	2066
1	46	841
1	47	1565
1	49	1599
1	50	725
1	52	1469
1	54	786
1	55	1217
1	57	656
1	58	1237
1	60	1105
1	61	583
1	63	1014
1	65	501
1	66	879
1	68	788
1	69	401
1	71	804
1	73	372
1	74	643
1	76	757
1	77	298
1	79	532
1	81	243
1	82	457
1	84	268
1	85	489
1	87	386
1	88	175
1	90	484
1	92	158
1	93	271
1	95	231
1	96	133
1	98	265
1	100	141
1	101	221
1	103	141
1	104	66
1	106	161
1	108	71
1	109	129
1	111	85
1	112	103
1	114	145
1	115	70
1	117	119
1	119	57
1	120	58
1	122	119
1	123	44
1	125	71
1	127	49
1	128	45
1	130	56
1	131	31
1	133	34
1	135	40
1	136	42
1	138	23
1	139	32
1	141	35
1	142	15
1	144	19
1	146	20
1	147	43
1	149	15
1	150	12
1	152	14
1	154	5
1	155	9
1	157	9
1	158	1
1	160	3
1	162	2
1	163	50
1	165	2
1	166	7
1	168	7
1	169	1
1	171	22
1	176	5
1	177	1
1	179	1
1	181	1
1	182	1
1	184	1
1	187	2
1	189	1
1	192	3
1	193	1
1	203	1
1	211	1
2	0	86804
2	1	7796
2	2	4951
2	3	7457
2	4	3448
2	6	6569
2	7	2873
2	9	2860
2	10	5323
2	12	2450
2	13	4626
2	14	2072
2	16	4186
2	17	1988
2	19	1944
2	20	4032
2	22	3648
2	23	1658
2	25	3321
2	27	1463
2	28	3094
2	30	1504
2	31	2776
2	33	2755
2	34	1352
2	36	2361
2	38	1082
2	39	2223
2	41	2000
