UKB_sparse_bin	YRI_bin	UKB_WBfreq
0	0	5484
0	1	136
0	2	78
0	3	144
0	4	32
0	6	66
0	7	53
0	9	35
0	10	54
0	12	39
0	13	85
0	14	18
0	16	86
0	17	23
0	19	18
0	20	40
0	22	26
0	23	18
0	25	66
0	27	24
0	28	31
0	30	13
0	31	22
0	33	27
0	34	10
0	36	31
0	38	17
0	39	22
0	41	16
0	42	7
0	44	71
0	46	7
0	47	11
0	49	17
0	50	4
0	52	18
0	54	7
0	55	26
0	57	4
0	58	44
0	60	24
0	61	2
0	63	13
0	65	1
0	66	7
0	68	5
0	69	3
0	71	6
0	73	3
0	74	10
0	76	3
0	79	2
0	81	5
0	82	1
0	84	3
0	85	2
0	87	5
0	88	3
0	90	14
0	92	1
0	93	8
0	95	2
0	96	2
0	98	4
0	100	1
0	101	1
0	103	1
0	104	3
0	106	4
0	109	1
0	111	3
0	117	1
0	122	1
0	125	3
0	127	17
1	0	248070
1	1	11582
1	2	7123
1	3	11124
1	4	4818
1	6	8705
1	7	4314
1	9	4125
1	10	7170
1	12	3576
1	13	6073
1	14	2896
1	16	5490
1	17	2537
1	19	2539
1	20	4691
1	22	4656
1	23	2202
1	25	4103
1	27	2089
1	28	3897
1	30	1882
1	31	3430
1	33	3456
1	34	1370
1	36	3144
1	38	1530
1	39	2873
1	41	2540
1	42	1106
1	44	2286
1	46	1147
1	47	1807
1	49	2078
1	50	1023
1	52	1752
1	54	871
1	55	1605
1	57	737
1	58	1533
1	60	1225
1	61	831
1	63	1292
1	65	585
1	66	1080
1	68	1021
1	69	616
1	71	892
1	73	460
1	74	809
1	76	768
1	77	341
1	79	628
1	81	338
1	82	656
1	84	308
1	85	572
1	87	539
1	88	278
1	90	477
1	92	263
1	93	365
1	95	454
1	96	138
1	98	345
1	100	149
1	101	266
1	103	221
1	104	125
1	106	227
1	108	86
1	109	251
1	111	117
1	112	193
1	114	224
1	115	70
1	117	165
1	119	61
1	120	137
1	122	115
1	123	71
1	125	104
1	127	57
1	128	83
1	130	106
1	131	26
1	133	81
1	135	37
1	136	99
1	138	34
1	139	61
1	141	71
1	142	24
1	144	77
1	146	30
1	147	75
1	149	34
1	150	22
1	152	76
1	154	18
1	155	31
1	157	24
1	158	15
1	160	23
1	162	20
1	163	21
1	165	15
1	166	13
1	168	23
1	169	43
1	171	48
1	173	8
1	174	5
1	176	8
1	177	2
1	179	2
1	181	1
1	182	6
1	187	1
1	189	1
1	190	2
1	193	3
1	198	2
1	209	2
2	0	60362
2	1	8944
2	2	5794
2	3	8961
2	4	4169
2	6	7067
2	7	3443
2	9	3344
2	10	6566
2	12	3030
2	13	5716
2	14	2712
2	16	5248
2	17	2596
2	19	2395
2	20	4903
2	22	4731
2	23	2153
2	25	4374
2	27	1957
2	28	3905
2	30	1904
2	31	3752
2	33	3303
2	34	1720
2	36	3028
2	38	1569
2	39	3250
2	41	2622
2	42	1148
2	44	2470
2	46	1334
2	47	2507
2	49	2188
2	50	1152
2	52	2194
2	54	916
2	55	1987
2	57	916
2	58	1910
2	60	1819
2	61	811
2	63	1577
2	65	725
2	66	1554
2	68	1391
2	69	607
2	71	1228
2	73	589
2	74	1167
2	76	1052
2	77	452
2	79	922
2	81	492
2	82	927
2	84	464
2	85	832
2	87	622
2	88	372
2	90	682
2	92	381
2	93	587
2	95	512
2	96	215
2	98	461
2	100	265
2	101	434
2	103	460
2	104	214
2	106	322
2	108	190
2	109	274
2	111	245
2	112	274
2	114	341
2	115	142
2	117	242
2	119	127
2	120	244
2	122	194
2	123	99
2	125	179
2	127	114
2	128	186
2	130	136
2	131	77
2	133	114
2	135	95
2	136	144
2	138	77
2	139	124
2	141	144
2	142	50
2	144	130
2	146	36
2	147	106
2	149	61
2	150	65
2	152	75
2	154	44
2	155	61
2	157	41
2	158	22
2	160	49
2	162	25
2	163	35
2	165	30
2	166	29
2	168	36
2	169	11
2	171	22
2	173	21
2	174	36
2	176	56
2	177	9
2	179	9
2	181	8
2	182	36
2	184	26
2	185	5
2	187	13
2	189	1
2	190	8
2	193	7
2	195	2
2	196	1
2	198	2
2	200	1
2	206	2
2	208	75
2	211	1
2	216	1
3	0	20424
3	1	5046
3	2	3912
3	3	6094
3	4	2594
3	6	4906
3	7	1960
3	9	2215
3	10	4401
3	12	2084
3	13	3964
3	14	2148
3	16	3853
3	17	2084
3	19	1725
3	20	3627
3	22	3457
3	23	1688
3	25	3122
3	27	1548
3	28	2891
3	30	1541
3	31	3081
3	33	3080
3	34	1404
3	36	2457
3	38	1348
3	39	2685
3	41	2448
3	42	1205
3	44	2155
3	46	1052
3	47	2238
3	49	2053
3	50	1069
3	52	1902
3	54	964
3	55	1880
3	57	924
3	58	1880
3	60	1673
3	61	862
3	63	1449
3	65	769
3	66	1501
3	68	1404
3	69	712
3	71	1421
3	73	630
3	74	1157
3	76	1163
3	77	506
3	79	979
3	81	493
3	82	887
3	84	487
3	85	863
3	87	869
3	88	391
3	90	774
3	92	362
3	93	641
3	95	570
3	96	278
3	98	597
3	100	290
3	101	507
3	103	504
3	104	225
3	106	424
3	108	168
3	109	390
3	111	181
3	112	361
3	114	426
3	115	140
3	117	442
3	119	127
3	120	300
3	122	292
3	123	118
3	125	314
3	127	129
3	128	229
3	130	246
3	131	85
3	133	194
3	135	75
3	136	231
3	138	103
3	139	196
3	141	178
3	142	69
3	144	145
3	146	84
3	147	106
3	149	134
3	150	60
3	152	121
3	154	50
3	155	141
3	157	76
3	158	44
3	160	66
3	162	47
3	163	60
3	165	22
3	166	46
3	168	43
3	169	21
3	171	20
3	173	16
3	174	40
3	176	19
3	177	17
3	179	17
3	181	8
3	182	30
3	184	12
3	185	6
3	187	16
3	189	5
3	190	5
3	192	5
3	193	12
3	195	8
3	196	3
3	198	13
3	200	3
3	201	3
3	203	3
3	204	2
3	206	6
3	209	3
3	211	4
3	216	1
4	0	12638
