UKB_sparse_bin	YRI_bin	UKB_WBfreq
1	0	18
1	1	1
1	3	1
1	38	1
1	52	1
2	0	13
2	1	2
2	7	1
2	9	1
2	17	1
2	20	1
2	47	1
2	55	1
2	87	1
3	0	7
3	1	2
3	3	2
3	7	1
3	16	2
3	20	1
3	33	1
3	66	1
3	69	1
3	71	1
3	74	1
3	76	1
3	144	1
4	0	4
4	1	2
4	3	1
4	7	1
4	9	1
4	13	1
4	14	1
4	22	1
4	25	1
4	34	1
4	44	2
4	85	3
4	90	1
4	136	1
5	0	1
5	2	1
5	20	2
5	31	2
5	33	1
5	36	2
5	42	1
5	46	1
5	58	2
5	60	1
5	63	1
5	71	1
5	73	1
5	85	1
5	98	1
5	109	1
5	130	1
5	141	1
6	0	1
6	1	1
6	3	1
6	6	1
6	7	2
6	9	1
6	27	1
6	28	1
6	36	1
6	42	1
6	44	1
6	47	2
6	49	1
6	58	1
6	76	1
6	93	1
6	96	1
6	109	1
6	111	1
6	195	1
7	6	2
7	14	1
7	31	1
7	34	1
7	39	1
7	44	1
7	52	1
7	73	1
7	82	1
7	85	2
7	88	1
7	90	1
7	101	1
7	106	1
7	112	1
7	123	1
7	136	1
7	146	1
7	169	1
8	3	1
8	6	1
8	20	1
8	23	1
8	25	1
8	44	3
8	57	1
8	66	1
8	68	1
8	76	1
8	79	1
8	82	1
8	90	1
8	92	1
8	122	1
8	136	1
8	142	1
8	165	1
8	174	1
8	179	1
9	20	1
9	28	1
9	34	1
9	38	1
9	41	1
9	55	2
9	58	1
9	84	1
9	98	1
9	112	1
9	114	1
9	120	1
9	125	1
9	130	1
9	133	1
9	139	1
9	141	1
9	150	1
9	176	1
9	195	1
9	214	1
10	10	1
10	31	1
10	38	1
10	42	1
10	63	2
10	69	1
10	98	1
10	101	1
10	111	1
10	112	1
10	123	1
10	136	1
10	146	1
10	160	1
10	166	2
10	173	1
10	176	1
10	179	1
10	181	1
10	216	1
