UKB_sparse_bin	CHB_bin	UKB_WBfreq
1	0	21
1	1	1
1	5	1
2	0	13
2	1	2
2	2	2
2	4	1
2	11	1
2	26	1
2	46	1
2	103	1
3	0	3
3	1	1
3	2	2
3	4	1
3	7	1
3	8	1
3	11	1
3	17	2
3	18	1
3	26	2
3	32	1
3	37	2
3	43	1
3	45	1
3	61	1
3	72	1
3	92	1
4	0	1
4	1	3
4	2	1
4	10	1
4	13	1
4	14	1
4	15	1
4	20	1
4	21	1
4	22	1
4	38	2
4	41	1
4	49	1
4	76	1
4	81	1
4	86	1
4	114	2
4	175	1
5	1	1
5	5	1
5	8	1
5	22	1
5	24	1
5	29	1
5	32	2
5	37	1
5	46	1
5	48	1
5	57	1
5	59	2
5	65	1
5	92	1
5	94	1
5	113	2
5	125	1
5	157	1
5	189	1
6	4	1
6	8	1
6	10	1
6	14	1
6	17	2
6	34	2
6	35	1
6	51	1
6	67	1
6	70	1
6	75	1
6	84	1
6	86	1
6	95	1
6	100	1
6	102	1
6	105	1
6	108	1
6	119	1
6	140	1
6	149	1
7	0	1
7	8	1
7	24	1
7	29	1
7	38	1
7	54	1
7	59	1
7	65	1
7	73	1
7	75	1
7	86	1
7	87	1
7	94	1
7	111	3
7	118	1
7	119	1
7	121	1
7	129	1
7	154	1
7	179	1
8	4	1
8	27	1
8	29	1
8	45	1
8	54	1
8	70	1
8	80	1
8	81	2
8	87	1
8	91	1
8	94	1
8	100	1
8	103	1
8	121	1
8	122	1
8	132	1
8	143	1
8	144	1
8	154	1
8	159	1
8	162	1
8	192	1
9	40	1
9	41	1
9	46	1
9	54	1
9	59	1
9	64	1
9	78	1
9	103	1
9	106	1
9	111	4
9	122	1
9	135	1
9	144	1
9	146	1
9	170	1
9	178	2
9	197	1
9	200	1
10	32	1
10	81	1
10	108	1
10	116	1
10	140	1
10	159	1
10	164	1
10	165	1
10	168	1
10	171	1
10	175	1
10	178	2
10	181	1
10	184	1
10	186	1
10	197	1
10	198	1
10	200	1
10	203	1
10	205	2
10	206	1
