UKB_sparse_bin	YRI_bin	UKB_WBfreq
1	0	12
1	9	1
2	0	10
2	6	1
2	39	1
3	0	6
3	1	1
3	7	1
3	23	1
3	42	1
3	54	1
3	100	1
4	0	1
4	1	1
4	14	2
4	22	1
4	27	1
4	33	1
4	39	1
4	41	1
4	47	1
4	98	1
4	104	1
5	1	1
5	10	1
5	13	1
5	14	1
5	16	1
5	22	1
5	33	1
5	36	1
5	52	1
5	66	1
5	71	1
5	88	1
6	1	1
6	6	1
6	7	1
6	10	1
6	20	1
6	22	1
6	36	1
6	106	1
6	112	1
6	138	1
6	139	1
6	212	1
7	0	2
7	16	1
7	36	1
7	44	1
7	54	1
7	71	1
7	79	1
7	109	1
7	122	1
7	135	1
7	166	1
8	7	1
8	17	1
8	22	1
8	27	1
8	30	1
8	33	1
8	41	1
8	49	1
8	71	1
8	74	1
8	130	1
8	168	1
9	13	1
9	22	1
9	23	1
9	41	1
9	57	1
9	68	1
9	77	1
9	85	1
9	87	1
9	100	1
9	149	1
9	157	1
10	52	1
10	60	1
10	63	1
10	98	1
10	106	1
10	117	1
10	122	1
10	123	1
10	128	1
10	182	1
10	184	1
10	201	1
10	216	1
