UKB_sparse_bin	YRI_bin	UKB_WBfreq
1	0	19
1	1	1
1	3	1
2	0	12
2	1	2
2	3	1
2	7	1
2	9	1
2	14	1
2	44	1
2	63	1
3	0	5
3	1	1
3	3	2
3	6	1
3	10	3
3	12	1
3	20	1
3	23	1
3	27	1
3	36	1
3	69	1
3	96	1
3	133	1
4	0	4
4	2	2
4	3	1
4	6	1
4	27	1
4	28	1
4	33	2
4	34	1
4	39	2
4	49	1
4	55	1
4	57	1
4	111	1
4	173	1
5	0	2
5	1	1
5	10	2
5	16	1
5	17	1
5	20	1
5	22	1
5	23	1
5	28	2
5	30	1
5	31	1
5	47	1
5	69	1
5	73	1
5	112	1
5	155	1
5	171	1
6	1	1
6	3	1
6	4	1
6	7	1
6	13	2
6	14	1
6	20	1
6	23	1
6	27	1
6	38	1
6	44	1
6	47	2
6	49	1
6	55	2
6	58	1
6	79	1
6	144	1
7	0	2
7	1	1
7	2	1
7	6	1
7	14	1
7	19	1
7	30	1
7	31	1
7	49	2
7	54	1
7	55	1
7	58	1
7	69	2
7	76	1
7	84	1
7	112	1
7	152	1
8	0	1
8	2	1
8	6	1
8	10	1
8	12	1
8	13	1
8	14	1
8	41	2
8	49	1
8	50	1
8	63	1
8	68	1
8	92	1
8	95	1
8	101	1
8	108	1
8	130	2
8	150	1
9	14	1
9	20	1
9	22	1
9	28	1
9	44	1
9	60	1
9	68	1
9	85	1
9	87	2
9	98	1
9	100	1
9	112	1
9	136	1
9	139	1
9	160	1
9	173	1
9	185	1
9	187	1
9	195	1
10	9	1
10	33	1
10	54	1
10	74	1
10	85	1
10	87	1
10	90	2
10	95	1
10	98	1
10	104	1
10	133	1
10	139	1
10	141	1
10	149	1
10	173	1
10	177	1
10	182	1
10	195	1
10	204	1
10	216	1
