UKB_sparse_bin	CHB_bin	UKB_WBfreq
1	0	7
1	1	1
2	0	2
2	2	1
2	8	1
2	29	1
2	35	1
2	43	1
2	51	1
3	0	2
3	14	1
3	21	1
3	24	1
3	29	1
3	35	1
3	81	1
4	22	1
4	35	1
4	38	1
4	43	1
4	51	1
4	67	1
4	78	1
4	97	1
5	1	1
5	2	1
5	35	1
5	40	1
5	56	1
5	67	1
5	70	1
5	78	1
6	37	1
6	38	1
6	40	1
6	43	1
6	84	1
6	116	1
6	133	1
6	137	1
7	43	1
7	46	1
7	81	1
7	89	1
7	103	2
7	105	1
7	108	1
8	51	1
8	116	1
8	119	1
8	149	1
8	151	1
8	157	1
8	167	1
8	192	1
9	14	1
9	75	1
9	81	1
9	100	1
9	118	1
9	165	1
9	189	1
9	195	1
10	21	1
10	73	1
10	130	1
10	143	1
10	157	1
10	183	1
10	184	1
10	200	1
10	206	1
