bin	CHB_two_sided_statistic	CHB_two_sided_pvalue	CHB_two_sided_meta_pvalue	CHB_one_sided_statistic	CHB_one_sided_pvalue	CHB_one_sided_meta_pvalue	CHB_conservative_one_sided_meta_pvalue	CHB_heterozygosity_meta_pvalue	YRI_two_sided_statistic	YRI_two_sided_pvalue	YRI_two_sided_meta_pvalue	YRI_one_sided_statistic	YRI_one_sided_pvalue	YRI_one_sided_meta_pvalue	YRI_conservative_one_sided_meta_pvalue	YRI_heterozygosity_meta_pvalue
1	-12.331640475979977	1.50743548940564e-10	5.685979857537982e-05	-12.331640475979977	1.50743548940564e-10	5.685979857537982e-05	3.4337966523839453e-09	0.0006467527538894741	-9.064830145363207	2.4468963459194273e-08	3.814116249626399e-05	-9.064830145363207	2.4468963459194273e-08	3.814116249626399e-05	2.0738847756952888e-08	0.0031470687970526017
2	0.04697813849129732	0.9630479130627168	5.685979857537982e-05	0.04697813849129732	0.9630479130627168	5.685979857537982e-05	3.4337966523839453e-09	0.0006467527538894741	-2.2272325654231295	0.03892899517364576	3.814116249626399e-05	-2.2272325654231295	0.03892899517364576	3.814116249626399e-05	2.0738847756952888e-08	0.0031470687970526017
3	0.15283721546875825	0.8802267578113192	5.685979857537982e-05	0.15283721546875825	0.8802267578113192	5.685979857537982e-05	3.4337966523839453e-09	0.0006467527538894741	0.18366821901914826	0.8563266618283338	3.814116249626399e-05	0.18366821901914826	0.8563266618283338	3.814116249626399e-05	2.0738847756952888e-08	0.0031470687970526017
4	0.5216147400389058	0.6082971484985844	5.685979857537982e-05	0.5216147400389058	0.6082971484985844	5.685979857537982e-05	3.4337966523839453e-09	0.0006467527538894741	-0.15693650259178296	0.8770413760194206	3.814116249626399e-05	-0.15693650259178296	0.8770413760194206	3.814116249626399e-05	2.0738847756952888e-08	0.0031470687970526017
5	1.066355886092944	0.30035670786784346	5.685979857537982e-05	1.066355886092944	0.30035670786784346	5.685979857537982e-05	3.4337966523839453e-09	0.0006467527538894741	-1.0084438160803044	0.32660395139029597	3.814116249626399e-05	-1.0084438160803044	0.32660395139029597	3.814116249626399e-05	2.0738847756952888e-08	0.0031470687970526017
6	-0.706998041278706	0.4886184759725617	5.685979857537982e-05	-0.706998041278706	0.4886184759725617	5.685979857537982e-05	3.4337966523839453e-09	0.0006467527538894741	-1.2732802757338602	0.21911222182739268	3.814116249626399e-05	-1.2732802757338602	0.21911222182739268	3.814116249626399e-05	2.0738847756952888e-08	0.0031470687970526017
7	-0.14410178995872489	0.8870207436928066	5.685979857537982e-05	-0.14410178995872489	0.8870207436928066	5.685979857537982e-05	3.4337966523839453e-09	0.0006467527538894741	-1.0916149888232036	0.28939487693579286	3.814116249626399e-05	-1.0916149888232036	0.28939487693579286	3.814116249626399e-05	2.0738847756952888e-08	0.0031470687970526017
8	-0.6157100615125966	0.5457915712730463	5.685979857537982e-05	-0.6157100615125966	0.5457915712730463	5.685979857537982e-05	3.4337966523839453e-09	0.0006467527538894741	-1.5794227322717043	0.13164634714598314	3.814116249626399e-05	-1.5794227322717043	0.13164634714598314	3.814116249626399e-05	2.0738847756952888e-08	0.0031470687970526017
9	-0.8294860022209198	0.4176920266395878	5.685979857537982e-05	-0.8294860022209198	0.4176920266395878	5.685979857537982e-05	3.4337966523839453e-09	0.0006467527538894741	-0.16449177053677486	0.871176496507749	3.814116249626399e-05	-0.16449177053677486	0.871176496507749	3.814116249626399e-05	2.0738847756952888e-08	0.0031470687970526017
10	0.2642073333283279	0.7944638940649202	5.685979857537982e-05	0.2642073333283279	0.7944638940649202	5.685979857537982e-05	3.4337966523839453e-09	0.0006467527538894741	-0.5292577947719047	0.6027535954869542	3.814116249626399e-05	-0.5292577947719047	0.6027535954869542	3.814116249626399e-05	2.0738847756952888e-08	0.0031470687970526017
