bin	CHB_two_sided_statistic	CHB_two_sided_pvalue	CHB_two_sided_meta_pvalue	CHB_one_sided_statistic	CHB_one_sided_pvalue	CHB_one_sided_meta_pvalue	CHB_conservative_one_sided_meta_pvalue	CHB_heterozygosity_meta_pvalue	YRI_two_sided_statistic	YRI_two_sided_pvalue	YRI_two_sided_meta_pvalue	YRI_one_sided_statistic	YRI_one_sided_pvalue	YRI_one_sided_meta_pvalue	YRI_conservative_one_sided_meta_pvalue	YRI_heterozygosity_meta_pvalue
1	-1.0841924302231576	0.2995788326409603	9.73341775267119e-20	-1.0841924302231576	0.2995788326409603	9.73341775267119e-20	3.4720203683346195e-26	3.058348232956248e-13	-9.452557781573203	6.426285672664879e-07	2.868342666940845e-06	-9.452557781573203	6.426285672664879e-07	2.868342666940845e-06	9.847043842986028e-09	0.00013620624265055738
2	-116.8520997019386	1.8171929616191217e-27	9.73341775267119e-20	-116.8520997019386	1.8171929616191217e-27	9.73341775267119e-20	3.4720203683346195e-26	3.058348232956248e-13	-4.671432569780333	0.0006794577042894008	2.868342666940845e-06	-4.671432569780333	0.0006794577042894008	2.868342666940845e-06	9.847043842986028e-09	0.00013620624265055738
3	-1.448998847509113	0.17522909737642564	9.73341775267119e-20	-1.448998847509113	0.17522909737642564	9.73341775267119e-20	3.4720203683346195e-26	3.058348232956248e-13	-1.4981635147924655	0.16222097231856714	2.868342666940845e-06	-1.4981635147924655	0.16222097231856714	2.868342666940845e-06	9.847043842986028e-09	0.00013620624265055738
4	0.6406607633108206	0.534860140143902	9.73341775267119e-20	0.6406607633108206	0.534860140143902	9.73341775267119e-20	3.4720203683346195e-26	3.058348232956248e-13	-0.3901509810913048	0.7038723143936806	2.868342666940845e-06	-0.3901509810913048	0.7038723143936806	2.868342666940845e-06	9.847043842986028e-09	0.00013620624265055738
5	-0.3111983442665487	0.7614671016655108	9.73341775267119e-20	-0.3111983442665487	0.7614671016655108	9.73341775267119e-20	3.4720203683346195e-26	3.058348232956248e-13	-1.5239285093161263	0.15573758671470503	2.868342666940845e-06	-1.5239285093161263	0.15573758671470503	2.868342666940845e-06	9.847043842986028e-09	0.00013620624265055738
6	-0.2023269336769982	0.8433538894983351	9.73341775267119e-20	-0.2023269336769982	0.8433538894983351	9.73341775267119e-20	3.4720203683346195e-26	3.058348232956248e-13	0.3130423661117528	0.7601032470521643	2.868342666940845e-06	0.3130423661117528	0.7601032470521643	2.868342666940845e-06	9.847043842986028e-09	0.00013620624265055738
7	0.7426743923790102	0.4732375579794049	9.73341775267119e-20	0.7426743923790102	0.4732375579794049	9.73341775267119e-20	3.4720203683346195e-26	3.058348232956248e-13	0.0042207033766900395	0.9967079376116867	2.868342666940845e-06	0.0042207033766900395	0.9967079376116867	2.868342666940845e-06	9.847043842986028e-09	0.00013620624265055738
8	0.22171690120760168	0.8285955089328145	9.73341775267119e-20	0.22171690120760168	0.8285955089328145	9.73341775267119e-20	3.4720203683346195e-26	3.058348232956248e-13	-1.8861133251419768	0.0859389529248038	2.868342666940845e-06	-1.8861133251419768	0.0859389529248038	2.868342666940845e-06	9.847043842986028e-09	0.00013620624265055738
9	0.9326338831972885	0.37101917632757575	9.73341775267119e-20	0.9326338831972885	0.37101917632757575	9.73341775267119e-20	3.4720203683346195e-26	3.058348232956248e-13	-2.0223506733624146	0.0681291375875602	2.868342666940845e-06	-2.0223506733624146	0.0681291375875602	2.868342666940845e-06	9.847043842986028e-09	0.00013620624265055738
10	1.436419458795599	0.17641895184728282	9.73341775267119e-20	1.436419458795599	0.17641895184728282	9.73341775267119e-20	3.4720203683346195e-26	3.058348232956248e-13	-0.3044541906330211	0.7659948193852806	2.868342666940845e-06	-0.3044541906330211	0.7659948193852806	2.868342666940845e-06	9.847043842986028e-09	0.00013620624265055738
