UKB_WBfreq_median	CHBfreq_mean	YRIfreq_mean	CHBhet_mean	YRIhet_mean	YRIfreq_lower	YRIfreq_upper	CHBfreq_lower	CHBfreq_upper	YRIhet_lower	YRIhet_upper	CHBhet_lower	CHBhet_upper
0.02315425	0.00060679625	0.01331020375	0.001207701272975775	0.024021591655515775	0.0	0.03877320375	0.0	0.00182038875	0.0	0.06921345336604577	0.0	0.004257146987239597
0.0711335	0.10254863	0.085648125	0.1662092223305306	0.13180510459525	0.027199125	0.1638164406249999	0.0475880088125	0.16785511781249995	0.041232590277749996	0.22370660022275002	0.08952250791943685	0.28791861814266007
0.167526	0.1256068125	0.20601842875	0.1916946181071875	0.25997725653880577	0.086197910625	0.32705419759375	0.0421723828125	0.19109529218749993	0.12753245904656527	0.3925687692960157	0.08188221743151562	0.2784366896036546
0.21124300000000001	0.26395625	0.1724537875	0.363282220638	0.2502358348336225	0.08437501468750001	0.26503194031249994	0.18728736875	0.334663234375	0.15418840877312137	0.36420966860716547	0.29943707565788746	0.4218941101953
0.28129550000000003	0.21419901375	0.1753473025	0.29887950719762885	0.1505005136950737	0.034114676062499995	0.3979167731249997	0.11972087428125	0.30016681249999994	0.027849751413435306	0.28556758230770823	0.17499015132396237	0.3845561305040038
0.376079	0.382888375	0.2511573125	0.39072366665075	0.2708226489110425	0.0865451771875	0.4049187949999999	0.252078303125	0.514912196875	0.14470885926819968	0.37734001476334916	0.33767826740246876	0.4469808341241
0.4876235	0.412621375	0.29166675	0.45556841078325	0.354938277006	0.194126278125	0.4155383125	0.33049155937499997	0.4790654593749999	0.28885564177585626	0.4145244404919312	0.40533456787865	0.49542089582718124
0.656602	0.67050975	0.39872674999999996	0.365792020195	0.41381063494500003	0.2800635625	0.5199650999999998	0.515169934375	0.788835	0.3279860340255313	0.4720688078681188	0.29418867019675	0.43441330230810626
0.7183014999999999	0.5709951875	0.5219906375	0.3290660686444375	0.38698134785654753	0.38191539	0.6801359406249998	0.4033070921875	0.7385164718749999	0.3025488411757863	0.441435688978675	0.1966524743047281	0.42404472830362494
0.805297	0.701726	0.5313785555555556	0.2583707608004444	0.3419307577348889	0.3476980388888889	0.7233151083333331	0.5350054	0.8897384500000001	0.22959150200593337	0.4300055780061278	0.13999822981837778	0.36988931694616106
