UKB_WBfreq_median	CHBfreq_mean	YRIfreq_mean	CHBhet_mean	YRIhet_mean	YRIfreq_lower	YRIfreq_upper	CHBfreq_lower	CHBfreq_upper	YRIhet_lower	YRIhet_upper	CHBhet_lower	CHBhet_upper
0.0267641	0.022850445547945204	0.028562592363013697	0.0350648072309718	0.04448523871909598	0.02418584772089041	0.03376517532405821	0.017184589131849313	0.029271681567636987	0.035760549540877214	0.05401113216800744	0.027944849962270136	0.0425953162502054
0.09417980000000001	0.09353802898972602	0.09009544176369863	0.1354527211306666	0.12639984831288384	0.08048796250171233	0.10084842971446917	0.08181814192679794	0.10371079317294518	0.11515776423684665	0.13907533770929187	0.12242730874549004	0.14752755953182325
0.166113	0.17472403839041098	0.15662259306506848	0.22394981761107585	0.20150920969386663	0.14406313744777396	0.170451628692637	0.16228160235787673	0.18771425565582192	0.1890386653761317	0.21475520725932165	0.21200997303740696	0.23563524671141498
0.231987	0.230153690703259	0.1966044246826758	0.27068386456941174	0.24159338538828595	0.18322635251457975	0.2093154568181818	0.2150418701427959	0.2463721127028302	0.22698474458832804	0.25457028600977033	0.2582084337013586	0.28360398998015957
0.298192	0.26819557606164385	0.21384289553082192	0.30361069753517744	0.26057455578068767	0.19757358546917808	0.22691604666010273	0.2524194967478596	0.2841023628433219	0.24801171775417527	0.27444027302939844	0.29281669192827914	0.31513848030343394
0.37099799999999994	0.3343030951027397	0.27091259731164385	0.3436561129592335	0.302468237458054	0.2556320331207192	0.2856283190154109	0.3168394322380137	0.35629654416138695	0.28901059755174974	0.3148332450900557	0.3331176300154683	0.35702544181369217
0.447164	0.40867457523156087	0.3040705798284734	0.37620595354886055	0.3158717811775931	0.2853499727735849	0.32298139367581474	0.3946841187890223	0.4290017179060892	0.3012554851050518	0.33014513094928283	0.36471696717053004	0.3865474689502636
0.5369645000000001	0.49356630453767125	0.3529458523116438	0.3865101530610803	0.3389148546209848	0.33093111040796236	0.3733590368005137	0.475914561859161	0.512055500639983	0.32896341997477735	0.3486885627946655	0.37748103251583637	0.3986847897090884
0.6431145	0.586173362739726	0.4309598572260274	0.36579621127248624	0.36846169095651155	0.41600096109246576	0.45361590762414383	0.5672772682542808	0.6039635052114726	0.35846339847125647	0.3790332138535375	0.35436206143761356	0.3776269534771823
0.7953265	0.747431525	0.5729325414212328	0.2876031572516306	0.36650293499264247	0.5548084150338185	0.5902914740954623	0.7314819327696918	0.7694819200513698	0.35368940691095596	0.3782062407633074	0.2762498656265978	0.2998790684432834
