UKB_sparse_bin	CHB_bin	UKB_WBfreq
1	0	9
1	1	1
2	0	5
2	1	1
2	2	1
2	40	1
2	132	1
3	0	3
3	1	1
3	2	1
3	4	1
3	35	1
3	38	1
3	54	1
3	108	1
4	0	1
4	2	2
4	4	1
4	10	1
4	20	1
4	34	1
4	46	1
4	91	1
5	1	2
5	17	1
5	18	1
5	21	1
5	30	2
5	43	1
5	72	1
5	108	1
6	4	1
6	7	1
6	27	2
6	32	1
6	40	1
6	51	1
6	62	1
6	106	1
7	4	1
7	15	1
7	45	1
7	53	1
7	56	1
7	67	1
7	97	1
7	99	1
7	108	1
7	116	1
8	14	1
8	35	1
8	37	1
8	57	1
8	70	1
8	86	2
8	125	1
8	154	1
9	29	1
9	45	1
9	78	1
9	81	1
9	86	1
9	106	1
9	144	1
9	154	1
9	173	1
9	175	1
10	32	1
10	84	1
10	100	1
10	102	1
10	130	1
10	138	1
10	162	1
10	171	1
10	175	1
10	203	1
