UKB_sparse_bin	CHB_bin	UKB_WBfreq
0	0	30780
0	1	1843
0	2	733
0	4	802
0	5	234
0	7	281
0	8	429
0	10	192
0	11	532
0	13	140
0	14	377
0	15	179
0	17	268
0	18	41
0	20	108
0	21	257
0	22	72
0	24	120
0	26	120
0	27	103
0	29	127
0	30	19
0	32	44
0	34	39
0	35	173
0	37	54
0	38	59
0	40	61
0	41	49
0	43	38
0	45	48
0	46	99
0	48	26
0	49	10
0	51	27
0	53	38
0	54	60
0	56	35
0	57	40
0	59	30
0	61	17
0	62	39
0	64	15
0	65	53
0	67	23
0	68	9
0	70	55
0	72	24
0	73	22
0	75	7
0	76	36
0	78	7
0	80	14
0	81	13
0	83	7
0	84	4
0	86	19
0	87	1
0	89	4
0	94	8
0	95	2
0	97	4
0	99	1
0	100	1
0	102	1
0	106	1
0	108	3
0	110	1
0	111	2
0	113	8
0	114	1
0	116	1
0	119	2
0	121	1
0	124	2
0	130	1
0	157	17
1	0	290423
1	1	25944
1	2	15135
1	4	7952
1	5	3883
1	7	3814
1	8	7005
1	10	2913
1	11	6016
1	13	2410
1	14	4680
1	15	2572
1	17	4121
1	18	2149
1	20	1770
1	21	3006
1	22	1416
1	24	2626
1	26	1422
1	27	2415
1	29	2258
1	30	1061
1	32	2223
1	34	852
1	35	1735
1	37	1520
1	38	674
1	40	1386
1	41	664
1	43	1112
1	45	688
1	46	1190
1	48	1082
1	49	416
1	51	752
1	53	394
1	54	906
1	56	917
1	57	389
1	59	732
1	61	288
1	62	502
1	64	326
1	65	586
1	67	452
1	68	251
1	70	397
1	72	134
1	73	291
1	75	253
1	76	215
1	78	160
1	80	125
1	81	214
1	83	135
1	84	360
1	86	230
1	87	85
1	89	131
1	91	70
1	92	79
1	94	110
1	95	66
1	97	147
1	99	145
1	100	138
1	102	30
1	103	109
1	105	161
1	106	103
1	108	160
1	110	93
1	111	123
1	113	79
1	114	17
1	116	44
1	118	27
1	119	43
1	121	42
1	122	2
1	124	32
1	125	23
1	127	69
1	129	2
1	130	52
1	132	55
1	133	7
1	135	71
1	137	7
1	138	15
1	140	7
1	141	1
1	143	5
1	144	6
1	146	5
1	148	3
1	149	7
1	151	8
1	152	1
1	154	48
1	156	5
1	157	11
1	159	8
1	160	1
1	162	5
1	165	6
1	168	2
1	170	1
1	176	3
1	192	3
2	0	93422
2	1	17324
2	2	9425
2	4	6554
2	5	3104
2	7	3089
2	8	5219
2	10	2424
2	11	4360
2	13	1816
2	14	4040
2	15	2071
2	17	3920
2	18	1829
2	20	1665
2	21	3578
2	22	1813
2	24	2995
2	26	1468
2	27	2957
2	29	2248
2	30	1362
2	32	2301
2	34	884
2	35	2036
2	37	1724
2	38	887
2	40	1692
2	41	811
2	43	1373
2	45	869
2	46	1492
2	48	1155
2	49	476
2	51	1134
2	53	554
2	54	953
2	56	941
2	57	581
2	59	844
2	61	496
2	62	764
2	64	340
2	65	750
2	67	705
2	68	251
2	70	591
2	72	243
2	73	463
2	75	279
2	76	231
2	78	413
2	80	179
2	81	306
2	83	105
2	84	348
2	86	391
2	87	161
2	89	308
2	91	207
2	92	312
2	94	223
2	95	84
2	97	398
2	99	115
2	100	101
2	102	93
2	103	212
2	105	160
2	106	62
2	108	161
2	110	109
2	111	148
