UKB_sparse_bin	YRI_bin	UKB_WBfreq
0	0	49514
0	1	1480
0	2	787
0	3	1067
0	4	432
0	6	846
0	7	356
0	9	332
0	10	714
0	12	298
0	13	610
0	14	320
0	16	486
0	17	238
0	19	238
0	20	401
0	22	508
0	23	167
0	25	363
0	27	158
0	28	275
0	30	152
0	31	239
0	33	234
0	34	115
0	36	224
0	38	141
0	39	238
0	41	197
0	42	113
0	44	251
0	46	63
0	47	203
0	49	266
0	50	90
0	52	114
0	54	93
0	55	141
0	57	38
0	58	162
0	60	98
0	61	38
0	63	105
0	65	26
0	66	58
0	68	56
0	69	41
0	71	73
0	73	35
0	74	34
0	76	39
0	77	8
0	79	33
0	81	4
0	82	16
0	84	37
0	85	26
0	87	21
0	88	7
0	90	39
0	92	6
0	93	38
0	95	33
0	96	20
0	98	30
0	100	12
0	101	23
0	103	21
0	104	10
0	106	19
0	108	6
0	109	40
0	111	7
0	112	13
0	114	15
0	115	4
0	117	15
0	119	3
0	120	13
0	122	51
0	123	18
0	125	20
0	127	1
0	128	6
0	130	7
0	131	7
0	133	5
0	135	25
0	136	4
0	138	2
0	139	2
0	141	2
0	142	1
0	146	1
0	147	2
0	149	2
0	155	8
0	160	1
0	163	1
0	166	4
0	168	1
1	0	313663
1	1	12311
1	2	6775
1	3	9992
1	4	4343
1	6	7999
1	7	3865
1	9	3737
1	10	6719
1	12	3480
1	13	5550
1	14	2633
1	16	5342
1	17	2278
1	19	2270
1	20	4481
1	22	4121
1	23	2033
1	25	3817
1	27	1590
1	28	3360
1	30	1577
1	31	3083
1	33	2974
1	34	1352
1	36	2512
1	38	1312
1	39	2588
1	41	2191
1	42	1048
1	44	2096
1	46	963
1	47	1724
1	49	1461
1	50	857
1	52	1570
1	54	751
1	55	1243
1	57	682
1	58	1227
1	60	1048
1	61	515
1	63	933
1	65	492
1	66	868
1	68	710
1	69	356
1	71	591
1	73	326
1	74	547
1	76	650
1	77	375
1	79	492
1	81	288
1	82	562
1	84	231
1	85	425
1	87	418
1	88	151
1	90	332
1	92	241
1	93	285
1	95	288
1	96	97
1	98	335
1	100	99
1	101	219
1	103	172
1	104	101
1	106	135
1	108	70
1	109	108
1	111	110
1	112	135
1	114	112
1	115	30
1	117	85
1	119	48
1	120	62
1	122	77
1	123	34
1	125	46
1	127	30
1	128	54
1	130	42
1	131	34
1	133	24
1	135	10
1	136	43
1	138	2
1	139	29
1	141	18
1	142	42
1	144	26
1	146	19
1	147	8
1	149	13
1	150	8
1	152	22
1	154	7
1	155	11
1	157	5
1	158	5
1	160	4
1	162	4
1	163	10
1	165	5
1	166	1
1	173	2
1	174	4
1	176	2
1	179	2
1	181	1
1	184	1
1	193	1
1	203	1
2	0	314931
2	1	20337
2	2	12932
2	3	20638
2	4	8821
2	6	15734
2	7	7336
2	9	7321
2	10	14112
2	12	6417
2	13	11719
2	14	5322
2	16	10990
2	17	4986
2	19	5395
2	20	8976
2	22	8403
2	23	3968
2	25	7185
2	27	3513
2	28	7299
2	30	3703
2	31	6542
2	33	6093
2	34	2947
2	36	5175
2	38	2547
2	39	4790
2	41	4836
2	42	2211
2	44	4198
2	46	2644
2	47	3609
2	49	3490
2	50	1730
2	52	3378
2	54	1649
2	55	3237
2	57	1500
2	58	2556
2	60	2408
2	61	1399
2	63	2240
2	65	995
2	66	2101
2	68	1752
2	69	934
2	71	1800
2	73	827
2	74	1569
2	76	1855
2	77	797
2	79	1408
2	81	710
2	82	1354
2	84	600
2	85	1227
2	87	1032
2	88	556
2	90	1121
2	92	422
2	93	780
2	95	800
2	96	412
2	98	617
2	100	323
2	101	593
2	103	517
2	104	246
2	106	500
2	108	203
2	109	448
2	111	310
2	112	333
2	114	282
2	115	222
2	117	327
2	119	139
2	120	282
2	122	266
2	123	137
2	125	231
2	127	79
2	128	192
2	130	162
2	131	96
2	133	140
2	135	63
2	136	108
2	138	76
2	139	153
2	141	155
2	142	59
2	144	100
2	146	83
2	147	129
2	149	57
2	150	40
2	152	120
2	154	35
2	155	58
2	157	137
2	158	71
2	160	89
2	162	27
2	163	21
2	165	8
2	166	24
2	168	16
2	169	14
2	171	57
2	173	5
2	174	11
2	176	16
2	177	5
2	179	6
2	181	3
2	182	5
2	184	4
2	187	2
2	190	10
2	192	1
2	193	4
2	195	12
2	208	2
3	0	69564
3	1	9081
3	2	6804
3	3	9010
3	4	4275
3	6	8081
3	7	3847
3	9	3697
3	10	7061
3	12	3489
3	13	6207
3	14	3060
3	16	5675
3	17	2802
3	19	2691
3	20	5047
3	22	4770
3	23	2319
3	25	4718
3	27	2131
3	28	4181
3	30	2081
3	31	3898
3	33	3617
3	34	1863
3	36	3296
3	38	1511
3	39	3099
3	41	3004
3	42	1322
3	44	2594
3	46	1341
3	47	2425
3	49	2509
3	50	1056
3	52	2463
3	54	980
3	55	2156
3	57	1028
3	58	1807
3	60	1697
3	61	943
3	63	1558
3	65	762
3	66	1428
3	68	1447
3	69	601
3	71	1238
3	73	634
3	74	1146
3	76	1007
3	77	540
3	79	1022
3	81	513
3	82	1021
3	84	507
3	85	890
3	87	754
3	88	306
3	90	744
3	92	407
3	93	618
3	95	719
3	96	343
3	98	505
3	100	263
3	101	439
3	103	488
3	104	230
3	106	489
3	108	155
3	109	288
3	111	147
3	112	429
3	114	343
3	115	168
3	117	309
3	119	111
3	120	217
3	122	149
3	123	73
3	125	214
3	127	83
3	128	198
3	130	166
3	131	76
3	133	124
3	135	54
3	136	103
3	138	82
3	139	94
3	141	128
3	142	46
3	144	73
3	146	40
3	147	77
3	149	104
3	150	29
3	152	64
3	154	38
3	155	68
3	157	65
3	158	18
3	160	62
3	162	28
3	163	38
3	165	11
3	166	31
3	168	24
3	169	11
3	171	28
3	173	10
3	174	22
3	176	24
3	179	9
3	181	9
3	182	6
3	184	7
3	185	19
3	187	7
3	189	12
3	190	10
3	192	7
3	193	16
3	195	2
3	196	5
3	198	4
3	200	1
3	201	14
3	208	1
4	0	23749
4	1	7106
4	2	4789
4	3	8188
4	4	3886
4	6	7026
4	7	3331
4	9	3413
4	10	6042
4	12	3151
4	13	6115
4	14	2924
4	16	5844
4	17	2903
4	19	2690
4	20	5237
4	22	5137
4	23	2558
4	25	5020
4	27	2436
4	28	4952
4	30	2386
4	31	4689
4	33	4630
4	34	2407
4	36	4434
4	38	2240
4	39	4062
4	41	3852
4	42	2038
4	44	3667
4	46	1853
4	47	3573
4	49	3492
4	50	1739
4	52	3303
4	54	1567
4	55	3054
4	57	1547
4	58	3034
4	60	2794
4	61	1383
4	63	2738
4	65	1272
4	66	2355
4	68	2393
4	69	1105
4	71	2210
4	73	998
4	74	2233
4	76	1927
4	77	987
4	79	1855
4	81	889
4	82	1622
4	84	818
4	85	1560
4	87	1813
4	88	805
4	90	1500
4	92	755
4	93	1240
4	95	1456
4	96	574
4	98	1189
4	100	580
4	101	1232
4	103	1093
4	104	481
4	106	1000
4	108	417
4	109	914
4	111	504
4	112	1027
4	114	815
4	115	359
4	117	746
4	119	378
4	120	719
4	122	560
4	123	289
4	125	497
4	127	248
4	128	633
4	130	584
4	131	267
4	133	522
4	135	208
4	136	483
4	138	174
4	139	337
4	141	319
4	142	175
4	144	304
4	146	175
4	147	287
4	149	333
4	150	94
4	152	204
4	154	131
4	155	209
4	157	157
4	158	74
4	160	141
4	162	74
4	163	155
4	165	79
4	166	124
4	168	105
4	169	43
4	171	146
4	173	73
4	174	101
4	176	128
4	177	24
4	179	66
4	181	40
4	182	53
4	184	58
4	185	26
4	187	35
4	189	23
4	190	29
4	192	8
4	193	22
4	195	22
4	196	7
4	198	31
4	200	9
4	201	23
4	203	9
4	204	8
4	206	8
4	208	4
4	209	3
4	211	4
4	214	1
4	216	1
5	0	15134
5	1	4857
5	2	4328
5	3	6611
5	4	2843
5	6	5939
5	7	3395
5	9	2776
5	10	5730
5	12	2766
5	13	5699
5	14	2781
5	16	5361
5	17	2708
5	19	2630
5	20	5339
5	22	5501
5	23	2352
5	25	5091
5	27	2494
5	28	4830
5	30	2248
5	31	4739
5	33	4624
5	34	2181
5	36	4788
5	38	2152
5	39	4211
5	41	4329
5	42	2225
5	44	3943
5	46	1882
5	47	3939
5	49	3379
5	50	1813
5	52	3324
5	54	1844
5	55	3375
5	57	1654
5	58	3283
5	60	3198
5	61	1526
5	63	2832
5	65	1361
5	66	2813
5	68	2956
5	69	1268
5	71	2504
5	73	1180
5	74	2531
5	76	2473
5	77	1073
5	79	2189
5	81	1094
5	82	1984
5	84	1143
5	85	2035
5	87	2123
5	88	1077
5	90	2160
5	92	1038
5	93	2020
5	95	1639
5	96	854
5	98	1555
5	100	700
5	101	1317
5	103	1365
5	104	686
5	106	1112
5	108	708
5	109	1280
5	111	550
5	112	1254
5	114	1114
5	115	691
5	117	981
5	119	530
5	120	955
5	122	846
5	123	437
5	125	862
5	127	395
5	128	773
5	130	829
5	131	232
5	133	613
5	135	282
5	136	604
5	138	259
5	139	587
5	141	510
5	142	257
5	144	492
5	146	211
5	147	417
5	149	469
5	150	187
5	152	404
5	154	155
5	155	311
5	157	285
5	158	125
5	160	237
5	162	148
5	163	341
5	165	145
5	166	232
5	168	299
5	169	74
5	171	328
5	173	89
5	174	182
5	176	271
5	177	65
5	179	155
5	181	53
5	182	92
5	184	104
5	185	40
5	187	56
5	189	43
5	190	57
5	192	22
5	193	66
5	195	37
5	196	31
5	198	231
5	200	28
5	201	55
5	203	19
5	204	30
5	206	43
5	208	11
5	209	10
5	211	4
5	212	2
5	214	6
5	216	2
6	0	6204
6	1	3433
6	2	2847
6	3	4635
6	4	2158
6	6	3877
6	7	2123
6	9	2038
6	10	3744
6	12	2005
6	13	3413
6	14	1629
6	16	3659
6	17	1779
6	19	1776
6	20	3719
6	22	3623
6	23	1926
6	25	3658
6	27	2111
6	28	3915
6	30	1765
6	31	3837
6	33	3391
6	34	1867
6	36	3328
6	38	1560
6	39	3398
6	41	3246
6	42	1736
6	44	3289
6	46	1835
6	47	2983
6	49	3491
6	50	1495
6	52	2856
6	54	1393
6	55	2847
6	57	1281
6	58	3060
6	60	2549
6	61	1336
6	63	2432
6	65	1221
6	66	2919
6	68	2481
6	69	1204
6	71	2498
6	73	1127
6	74	2128
6	76	1899
6	77	1087
6	79	2075
6	81	1173
6	82	1905
6	84	867
6	85	1667
6	87	1954
6	88	891
6	90	1910
6	92	1057
6	93	1843
6	95	1634
6	96	698
6	98	1667
6	100	751
6	101	1670
6	103	1395
6	104	619
6	106	1559
6	108	766
6	109	1293
6	111	613
6	112	1428
6	114	1402
6	115	577
6	117	1174
6	119	520
6	120	1042
6	122	1013
6	123	413
6	125	885
6	127	375
6	128	905
6	130	911
6	131	387
6	133	907
6	135	431
6	136	785
6	138	336
6	139	577
6	141	680
6	142	315
6	144	576
6	146	233
6	147	422
6	149	519
6	150	271
6	152	487
6	154	221
6	155	496
6	157	407
6	158	242
6	160	428
6	162	203
6	163	315
6	165	176
6	166	346
6	168	265
6	169	162
6	171	276
6	173	109
6	174	194
6	176	178
6	177	122
6	179	167
6	181	106
6	182	256
6	184	179
6	185	57
6	187	143
6	189	62
6	190	131
6	192	48
6	193	104
6	195	68
6	196	23
6	198	47
6	200	36
6	201	52
6	203	46
6	204	12
6	206	49
6	208	33
6	209	30
6	211	17
6	212	9
6	214	8
6	216	11
7	0	4587
7	1	2480
7	2	1988
7	3	3562
7	4	1853
7	6	3436
7	7	1591
7	9	1639
7	10	3453
7	12	1760
7	13	3561
7	14	1782
7	16	3621
7	17	1972
7	19	2195
7	20	3776
7	22	3864
7	23	1991
7	25	3842
7	27	1885
7	28	3831
7	30	1798
7	31	3763
7	33	3460
7	34	1808
7	36	3581
7	38	1754
7	39	3767
7	41	4336
7	42	1921
7	44	3398
7	46	1760
7	47	3139
7	49	3535
7	50	1841
7	52	3301
7	54	1645
7	55	3349
7	57	1682
7	58	3501
7	60	3234
7	61	1897
7	63	3142
7	65	1563
7	66	3169
7	68	3199
7	69	1623
7	71	2881
7	73	1596
7	74	2709
7	76	2537
7	77	1390
7	79	2917
7	81	1478
7	82	2598
7	84	1203
7	85	2351
7	87	2506
7	88	1171
7	90	2517
7	92	1329
7	93	2214
7	95	2103
7	96	1072
7	98	2114
7	100	1067
7	101	2056
7	103	1985
7	104	1064
7	106	2085
7	108	1081
7	109	2026
7	111	919
7	112	1790
7	114	1575
7	115	759
7	117	1562
7	119	840
7	120	1600
7	122	1564
7	123	648
7	125	1438
7	127	632
