UKB_sparse_bin	CHB_bin	UKB_WBfreq
1	0	11
2	0	5
2	2	1
2	8	1
2	14	1
2	17	1
2	41	1
2	92	1
3	0	5
3	1	1
3	10	1
3	15	1
3	32	1
3	89	1
3	119	1
4	0	1
4	1	3
4	18	1
4	24	1
4	29	1
4	40	1
4	48	1
4	49	1
4	100	1
5	0	1
5	7	1
5	24	2
5	29	1
5	32	1
5	46	1
5	61	1
5	64	1
5	68	2
6	4	1
6	20	1
6	21	1
6	49	1
6	54	2
6	62	1
6	102	1
6	114	1
6	127	1
6	143	1
7	17	1
7	29	2
7	49	1
7	67	1
7	84	1
7	108	1
7	110	1
7	121	1
7	137	1
7	156	1
8	29	1
8	43	1
8	73	1
8	100	1
8	106	1
8	108	1
8	135	1
8	143	1
8	144	1
8	190	1
8	195	1
9	48	1
9	62	1
9	75	1
9	89	1
9	100	1
9	102	1
9	119	1
9	132	1
9	157	1
9	162	1
9	173	1
10	61	1
10	94	1
10	95	1
10	118	1
10	119	1
10	146	1
10	159	1
10	171	1
10	178	1
10	179	1
10	197	1
