UKB_sparse_bin	CHB_bin	UKB_WBfreq
1	0	13
1	1	1
1	2	1
1	7	1
1	11	1
1	14	1
1	15	1
2	0	8
2	1	3
2	4	2
2	5	1
2	11	1
2	13	1
2	14	1
2	24	2
3	0	1
3	2	2
3	4	2
3	7	1
3	8	1
3	10	1
3	11	1
3	17	2
3	20	1
3	21	1
3	27	1
3	43	1
3	46	1
3	56	1
3	61	1
3	91	1
4	0	3
4	1	1
4	8	1
4	18	1
4	27	1
4	35	2
4	84	1
4	89	1
4	91	1
4	94	1
4	108	1
4	111	1
4	116	3
4	175	1
5	1	1
5	4	1
5	14	1
5	20	1
5	30	1
5	32	1
5	59	1
5	64	1
5	65	1
5	70	1
5	80	1
5	87	1
5	108	1
5	118	2
5	137	2
5	203	1
6	2	1
6	8	1
6	15	1
6	20	1
6	21	1
6	27	1
6	29	1
6	34	1
6	37	1
6	59	2
6	67	1
6	78	1
6	108	1
6	132	1
6	143	1
6	146	1
6	157	1
6	162	1
7	8	2
7	17	1
7	37	1
7	40	1
7	49	1
7	59	1
7	65	2
7	67	2
7	75	1
7	84	1
7	97	1
7	110	1
7	111	1
7	114	1
7	121	2
8	8	1
8	26	1
8	34	1
8	46	1
8	49	1
8	67	1
8	86	1
8	95	1
8	103	1
8	113	2
8	118	2
8	130	1
8	140	1
8	157	1
8	170	1
8	173	1
8	178	1
9	0	1
9	40	1
9	56	1
9	65	1
9	76	1
9	91	1
9	92	1
9	94	1
9	108	1
9	110	1
9	116	1
9	124	1
9	129	1
9	133	1
9	135	1
9	146	1
9	148	1
9	156	1
9	173	1
10	62	1
10	121	1
10	144	1
10	149	1
10	152	1
10	156	1
10	173	1
10	176	1
10	179	1
10	181	1
10	183	1
10	187	2
10	189	1
10	192	2
10	205	2
10	206	1
