UKB_sparse_bin	CHB_bin	UKB_WBfreq
0	0	70104
0	1	4205
0	2	1799
0	4	1420
0	5	407
0	7	491
0	8	829
0	10	583
0	11	836
0	13	339
0	14	898
0	15	251
0	17	506
0	18	207
0	20	157
0	21	407
0	22	269
0	24	305
0	26	143
0	27	286
0	29	264
0	30	159
0	32	226
0	34	116
0	35	269
0	37	146
0	38	74
0	40	122
0	41	71
0	43	160
0	45	52
0	46	192
0	48	147
0	49	45
0	51	77
0	53	45
0	54	68
0	56	77
0	57	27
0	59	66
0	61	18
0	62	88
0	64	43
0	65	90
0	67	79
0	68	34
0	70	62
0	72	25
0	73	28
0	75	16
0	76	43
0	78	35
0	80	5
0	81	31
0	83	10
0	84	30
0	86	41
0	87	14
0	89	14
0	91	12
0	92	3
0	94	7
0	95	2
0	97	19
0	99	11
0	100	10
0	102	18
0	103	8
0	105	11
0	108	3
0	110	5
0	111	8
0	113	7
0	114	1
0	116	10
0	118	5
0	119	1
0	124	1
0	125	1
0	127	1
0	132	1
0	137	1
0	138	1
0	140	3
0	141	1
0	144	1
0	146	3
0	151	1
0	154	1
0	156	2
0	157	1
0	170	1
0	176	1
0	205	1
1	0	217287
1	1	28743
1	2	14728
1	4	9973
1	5	4475
1	7	4376
1	8	7105
1	10	3391
1	11	6654
1	13	2779
1	14	5708
1	15	2587
1	17	5061
1	18	2706
1	20	2237
1	21	4171
1	22	1859
1	24	3808
1	26	2054
1	27	3355
1	29	3083
1	30	1567
1	32	2997
1	34	1103
1	35	2241
1	37	2080
1	38	923
1	40	2035
1	41	941
1	43	1624
1	45	893
1	46	1490
1	48	1643
1	49	704
1	51	1337
1	53	615
1	54	1172
1	56	1168
1	57	783
1	59	1182
1	61	494
1	62	948
1	64	383
1	65	948
1	67	745
1	68	426
1	70	600
1	72	310
1	73	527
1	75	513
1	76	239
1	78	418
1	80	281
1	81	594
1	83	222
1	84	395
1	86	314
1	87	177
1	89	423
1	91	101
1	92	198
1	94	324
1	95	163
1	97	245
1	99	161
1	100	213
1	102	90
1	103	200
1	105	270
1	106	91
1	108	215
1	110	87
1	111	177
1	113	78
1	114	51
1	116	89
1	118	44
1	119	86
1	121	122
1	122	62
1	124	48
1	125	15
1	127	45
1	129	24
1	130	41
1	132	47
1	133	16
1	135	29
1	137	37
1	138	27
1	140	57
1	141	19
1	143	40
1	144	26
1	146	46
1	148	11
1	149	36
1	151	32
1	152	11
1	154	50
1	156	11
1	157	24
1	159	37
1	160	9
1	162	7
1	165	1
1	168	4
1	170	4
1	175	2
1	176	1
1	178	1
1	192	1
1	203	1
2	0	63026
2	1	17650
2	2	11572
2	4	8265
2	5	3911
2	7	3585
2	8	6996
2	10	3267
2	11	5368
2	13	2652
2	14	5228
2	15	2526
2	17	5205
2	18	2333
2	20	2143
2	21	4768
2	22	1817
2	24	3994
2	26	1872
2	27	3808
2	29	3776
2	30	1572
2	32	3069
2	34	1466
2	35	2826
2	37	2635
2	38	1480
2	40	2436
2	41	1266
2	43	2237
2	45	1096
2	46	2275
2	48	2143
2	49	1116
2	51	1803
2	53	883
2	54	1736
2	56	1490
2	57	762
2	59	1449
2	61	735
2	62	1413
2	64	752
2	65	1730
2	67	1076
2	68	499
2	70	1055
2	72	582
2	73	994
2	75	965
2	76	434
2	78	952
2	80	494
2	81	881
2	83	349
2	84	761
2	86	819
2	87	419
2	89	593
2	91	344
2	92	595
2	94	633
2	95	220
2	97	465
2	99	302
2	100	373
2	102	236
2	103	397
2	105	404
2	106	130
2	108	335
2	110	119
2	111	247
2	113	275
2	114	82
2	116	207
2	118	70
2	119	129
2	121	181
2	122	27
2	124	163
2	125	26
2	127	113
2	129	56
2	130	128
2	132	140
2	133	78
2	135	115
2	137	43
2	138	49
2	140	67
2	141	31
2	143	55
2	144	25
2	146	89
2	148	48
2	149	33
2	151	62
2	152	40
2	154	39
2	156	8
2	157	21
2	159	29
2	160	8
2	162	5
2	164	4
2	165	13
2	167	3
2	168	22
2	170	11
2	171	14
2	173	39
2	175	16
2	176	11
2	178	31
2	181	3
2	183	8
2	186	2
2	187	1
2	189	9
2	197	2
2	200	6
2	206	1
3	0	17536
3	1	8206
3	2	7240
3	4	4983
3	5	2227
3	7	2305
3	8	4772
3	10	2076
3	11	4602
3	13	2294
3	14	4094
3	15	1999
3	17	3231
3	18	1856
3	20	1768
