UKB_sparse_bin	YRI_bin	UKB_WBfreq
0	0	29644
0	1	933
0	2	466
0	3	813
0	4	283
0	6	586
0	7	201
0	9	196
0	10	409
0	12	168
0	13	380
0	14	199
0	16	274
0	17	126
0	19	129
0	20	265
0	22	308
0	23	120
0	25	297
0	27	93
0	28	182
0	30	90
0	31	143
0	33	282
0	34	62
0	36	187
0	38	139
0	39	241
0	41	144
0	42	44
0	44	152
0	46	40
0	47	67
0	49	106
0	50	91
0	52	74
0	54	64
0	55	83
0	57	28
0	58	89
0	60	72
0	61	19
0	63	48
0	65	12
0	66	35
0	68	28
0	69	20
0	71	43
0	73	21
0	74	23
0	76	44
0	77	11
0	79	28
0	81	2
0	82	47
0	84	27
0	85	10
0	87	19
0	88	4
0	90	17
0	92	8
0	93	26
0	95	34
0	96	68
0	98	32
0	100	6
0	101	22
0	103	10
0	104	12
0	106	12
0	108	6
0	109	11
0	111	12
0	112	8
0	114	14
0	115	1
0	117	6
0	119	1
0	120	8
0	122	25
0	123	13
0	125	11
0	127	1
0	128	2
0	130	5
0	131	3
0	133	8
0	135	11
0	136	2
0	139	1
0	141	1
0	147	1
0	157	1
0	166	2
0	168	1
1	0	267992
1	1	12254
1	2	7935
1	3	11181
1	4	4466
1	6	7975
1	7	3788
1	9	3807
1	10	7406
1	12	3426
1	13	6026
1	14	2939
1	16	5946
1	17	2586
1	19	2590
1	20	4742
1	22	4246
1	23	2090
1	25	3719
1	27	1896
1	28	3658
1	30	1830
1	31	3217
1	33	2828
1	34	1394
1	36	2478
1	38	1432
1	39	2563
1	41	2499
1	42	1135
1	44	2206
1	46	1026
1	47	1849
1	49	1528
1	50	708
1	52	1817
1	54	827
1	55	1503
1	57	853
1	58	1327
1	60	1176
1	61	596
1	63	1230
1	65	539
1	66	836
1	68	804
1	69	449
1	71	869
1	73	392
1	74	591
1	76	813
1	77	327
1	79	569
1	81	286
1	82	545
1	84	299
1	85	574
1	87	434
1	88	200
1	90	436
1	92	275
1	93	330
1	95	334
1	96	217
1	98	367
1	100	92
1	101	322
1	103	175
1	104	133
1	106	208
1	108	63
1	109	109
1	111	99
1	112	122
1	114	132
1	115	118
1	117	134
1	119	47
1	120	66
1	122	115
1	123	41
1	125	66
1	127	26
1	128	67
1	130	56
1	131	57
1	133	90
1	135	49
1	136	48
1	138	23
1	139	37
1	141	31
1	142	31
1	144	18
1	146	35
1	147	44
1	149	28
1	150	9
1	152	35
1	154	12
1	155	8
1	157	12
1	158	1
1	160	21
1	162	4
1	163	10
1	166	2
1	168	3
1	169	5
1	171	18
1	173	1
1	174	3
1	176	6
1	177	3
1	179	1
1	187	1
1	195	1
1	206	1
2	0	83287
2	1	7632
2	2	5056
2	3	8151
2	4	3691
2	6	6510
2	7	3033
2	9	3007
2	10	5190
2	12	2614
2	13	4750
2	14	2184
2	16	4845
2	17	1992
2	19	2007
2	20	3765
2	22	3729
2	23	1715
2	25	3198
2	27	1593
2	28	3128
2	30	1619
2	31	2952
2	33	2467
2	34	1264
2	36	2118
2	38	1183
2	39	2371
2	41	2025
2	42	1070
2	44	1642
2	46	1112
2	47	1661
2	49	1726
2	50	730
2	52	1446
2	54	769
2	55	1449
2	57	604
2	58	1295
2	60	1061
2	61	649
2	63	1089
2	65	546
2	66	993
2	68	974
2	69	510
2	71	897
2	73	376
2	74	627
2	76	701
2	77	323
2	79	654
2	81	322
2	82	568
2	84	200
2	85	521
2	87	441
2	88	279
2	90	436
2	92	228
2	93	400
2	95	360
2	96	173
2	98	303
2	100	176
2	101	276
2	103	243
2	104	147
2	106	227
2	108	129
2	109	201
2	111	203
2	112	237
2	114	187
2	115	85
2	117	172
2	119	74
2	120	166
2	122	119
2	123	32
2	125	103
2	127	43
2	128	108
2	130	85
2	131	52
2	133	77
2	135	68
2	136	70
2	138	49
2	139	56
2	141	149
2	142	31
2	144	83
2	146	35
2	147	23
2	149	26
2	150	20
2	152	91
2	154	10
2	155	41
2	157	26
2	158	20
2	160	27
2	162	14
2	163	18
2	165	8
2	166	31
2	168	8
2	169	4
2	171	17
2	173	5
2	174	1
2	176	6
2	177	3
2	179	3
2	181	6
2	182	6
2	184	1
2	189	1
2	190	5
2	192	1
2	193	4
2	196	1
2	201	1
2	206	1
3	0	41486
3	1	6986
3	2	5530
3	3	7607
3	4	3333
3	6	6148
3	7	3244
3	9	3125
3	10	5825
3	12	2909
3	13	5262
3	14	2364
3	16	4842
3	17	2248
3	19	2099
3	20	4138
3	22	4082
3	23	2075
3	25	3906
3	27	1832
3	28	3601
3	30	1564
3	31	3398
3	33	3393
3	34	1456
3	36	2852
3	38	1391
3	39	2850
3	41	2531
3	42	1209
3	44	2404
3	46	1182
3	47	2205
3	49	2040
3	50	1063
3	52	1961
3	54	986
3	55	1772
3	57	877
3	58	1714
3	60	1717
3	61	814
3	63	1495
3	65	820
3	66	1444
3	68	1339
3	69	670
3	71	1268
3	73	603
3	74	1250
3	76	1070
3	77	493
3	79	947
3	81	485
3	82	763
3	84	401
3	85	754
3	87	747
3	88	352
3	90	695
3	92	367
3	93	607
3	95	535
3	96	355
3	98	625
3	100	272
3	101	484
3	103	502
3	104	213
3	106	399
3	108	175
3	109	299
3	111	175
3	112	352
3	114	334
3	115	149
3	117	306
3	119	104
3	120	252
3	122	262
