UKB_sparse_bin	YRI_bin	UKB_WBfreq
1	0	6
1	1	1
1	22	1
2	0	5
2	44	1
2	47	1
2	55	1
3	0	1
3	1	1
3	6	1
3	36	1
3	41	1
3	69	1
3	90	1
3	109	1
4	0	1
4	10	1
4	16	1
4	17	1
4	41	1
4	57	1
4	74	1
4	81	1
5	0	2
5	2	2
5	3	1
5	28	1
5	115	1
5	152	1
6	3	1
6	16	1
6	17	1
6	22	1
6	49	1
6	60	1
6	104	1
6	157	1
7	22	1
7	41	2
7	50	1
7	55	1
7	66	1
7	74	1
7	152	1
8	19	1
8	52	1
8	58	1
8	79	1
8	90	1
8	122	1
8	123	1
8	141	1
9	16	1
9	50	1
9	92	1
9	130	1
9	139	1
9	144	1
9	158	1
9	168	1
10	39	2
10	52	1
10	101	1
10	112	1
10	133	1
10	147	1
10	190	1
10	214	1
