UKB_sparse_bin	YRI_bin	UKB_WBfreq
0	0	18970
0	1	717
0	2	355
0	3	623
0	4	184
0	6	387
0	7	189
0	9	152
0	10	314
0	12	135
0	13	280
0	14	120
0	16	222
0	17	117
0	19	100
0	20	209
0	22	181
0	23	103
0	25	197
0	27	81
0	28	216
0	30	86
0	31	167
0	33	160
0	34	75
0	36	110
0	38	51
0	39	132
0	41	103
0	42	58
0	44	92
0	46	47
0	47	92
0	49	83
0	50	39
0	52	50
0	54	54
0	55	47
0	57	56
0	58	54
0	60	66
0	61	21
0	63	56
0	65	18
0	66	59
0	68	32
0	69	16
0	71	54
0	73	16
0	74	21
0	76	26
0	77	16
0	79	35
0	81	13
0	82	16
0	84	4
0	85	19
0	87	14
0	88	15
0	90	13
0	92	14
0	93	22
0	95	17
0	96	3
0	98	10
0	100	4
0	101	7
0	103	6
0	104	6
0	106	5
0	108	1
0	109	1
0	111	11
0	112	2
0	114	1
0	115	5
0	119	2
0	120	5
0	122	2
0	123	1
0	125	2
0	127	1
0	128	2
0	130	2
0	131	1
0	133	3
0	136	1
0	139	1
0	142	4
0	146	1
0	149	2
0	150	1
0	152	1
0	174	1
0	176	2
0	177	1
1	0	145279
1	1	11618
1	2	7172
1	3	11522
1	4	4890
1	6	9086
1	7	4215
1	9	3974
1	10	8343
1	12	3904
1	13	6769
1	14	3056
1	16	6199
1	17	2863
1	19	2916
1	20	5119
1	22	4722
1	23	2453
1	25	4895
1	27	2229
1	28	4251
1	30	2242
1	31	3897
1	33	3721
1	34	1713
1	36	3156
1	38	1583
1	39	3233
1	41	2922
1	42	1425
1	44	2662
1	46	1325
1	47	2180
1	49	2153
1	50	1072
1	52	2126
1	54	958
1	55	1860
1	57	799
1	58	1465
1	60	1436
1	61	833
1	63	1455
1	65	713
1	66	1284
1	68	1209
1	69	546
1	71	1014
1	73	521
1	74	925
1	76	1002
1	77	473
1	79	896
1	81	460
1	82	875
1	84	395
1	85	716
1	87	602
1	88	285
1	90	583
1	92	226
1	93	517
1	95	485
1	96	203
1	98	335
1	100	176
1	101	396
1	103	308
1	104	173
1	106	274
1	108	125
1	109	278
1	111	207
1	112	271
1	114	234
1	115	103
1	117	214
1	119	109
1	120	224
1	122	158
1	123	57
1	125	146
1	127	58
1	128	123
1	130	102
1	131	48
1	133	77
1	135	59
1	136	71
1	138	73
1	139	90
1	141	142
1	142	25
1	144	90
1	146	50
1	147	75
1	149	58
1	150	13
1	152	41
1	154	9
1	155	25
1	157	28
1	158	16
1	160	33
1	162	17
1	163	20
1	165	6
1	166	19
1	168	8
1	169	8
1	171	24
1	173	4
1	174	10
1	176	15
1	177	3
1	179	6
1	181	1
1	182	10
1	184	1
1	187	4
1	190	11
1	193	5
1	195	4
1	206	1
1	208	1
2	0	46591
2	1	8733
2	2	5954
2	3	8784
2	4	3905
2	6	7792
2	7	3628
2	9	3485
2	10	6770
2	12	3105
