UKB_sparse_bin	CHB_bin	UKB_WBfreq
1	0	11
1	1	1
1	27	1
2	0	10
2	1	2
3	0	3
3	2	1
3	4	1
3	5	1
3	13	1
3	21	1
3	35	1
3	48	1
3	54	1
3	64	1
4	2	2
4	17	1
4	21	1
4	29	1
4	32	1
4	35	1
4	56	1
4	64	1
4	65	1
4	124	1
4	146	1
5	0	1
5	2	1
5	24	1
5	34	2
5	35	1
5	37	1
5	49	1
5	62	1
5	75	1
5	103	1
5	143	1
6	1	1
6	27	2
6	35	1
6	59	1
6	64	1
6	70	1
6	89	1
6	102	1
6	106	1
6	121	1
6	159	1
7	30	1
7	37	1
7	59	1
7	61	1
7	84	1
7	89	1
7	100	1
7	113	1
7	124	1
7	130	1
7	138	1
7	176	1
8	8	1
8	59	1
8	68	1
8	83	1
8	91	1
8	105	1
8	122	1
8	125	1
8	135	3
8	143	1
9	62	1
9	84	1
9	95	1
9	97	1
9	116	1
9	140	1
9	148	1
9	151	1
9	162	1
9	173	1
9	176	1
9	190	1
10	105	1
10	122	1
10	127	1
10	152	1
10	165	1
10	168	1
10	178	1
10	184	1
10	190	1
10	195	1
10	198	1
10	205	1
10	206	1
