UKB_WBfreq_median	CHBfreq_mean	YRIfreq_mean	CHBhet_mean	YRIhet_mean	YRIfreq_lower	YRIfreq_upper	CHBfreq_lower	CHBfreq_upper	YRIhet_lower	YRIhet_upper	CHBhet_lower	CHBhet_upper
0.0102113	0.014993244506696354	0.026596681646419332	0.02452603288451763	0.04123200842360035	0.025891663775516553	0.02730524709748191	0.014507151849880481	0.01552492971553587	0.04006924300663847	0.042128585193219964	0.023765778156812824	0.02532177401288569
0.0218782	0.03785246193518628	0.053861119896750236	0.057997121638345764	0.08095785336718808	0.0536819782754127	0.054044098875985186	0.03767410835128121	0.03800501931026754	0.0807182188387395	0.08121340352696609	0.05781271285900828	0.058192951187847265
0.09592719999999995	0.11417453748614732	0.124629303682833	0.16282446962651445	0.17542317705780205	0.1243177271527647	0.1249630209761758	0.11393281468371978	0.11463127000630648	0.17508307284822006	0.17585582879341907	0.16239826788336298	0.1633058011081275
0.169708	0.18056668025225156	0.17399779941374025	0.23582992852558426	0.23005188922992095	0.17348579851404017	0.17465326667752587	0.1800767485751802	0.18108775361634258	0.22956940484422622	0.2306045009737781	0.23528170340521837	0.23629151434601176
0.2346789999999999	0.23582979149957625	0.20862264882668966	0.2857273296196132	0.26236127161255535	0.20819097259499456	0.20912949014162657	0.23544109351063217	0.23624781118333216	0.2619807654733883	0.262737535048327	0.2853704853055942	0.2861057301459506
0.295971	0.29325130632183705	0.24267289646894155	0.3295431338813404	0.2880840946047833	0.24211697395747325	0.24323959798182176	0.29261809339986167	0.2936786878242541	0.2876942063804434	0.2885111481650437	0.32920393149370564	0.329968990214627
0.365355	0.34774122194445184	0.28238573459527005	0.35955049315331683	0.31464573067869256	0.2818483604651116	0.28304314736308533	0.3472448034318527	0.3484090474383412	0.31418439747702187	0.31500977441606937	0.3591481199121386	0.35990214708423796
0.438338	0.4147060201517258	0.32535543405218426	0.38237877797976005	0.3423369390012288	0.3247517055633349	0.3261029469040375	0.4140525166392184	0.4153028498291185	0.3418499681458275	0.34284265592890417	0.3820746233544019	0.38273541297095753
0.5215460000000001	0.4810723071619338	0.38155476610237515	0.394177091238687	0.36103634325979506	0.3809010200646032	0.38217769545109187	0.4804351857259802	0.4820289412677194	0.3607075569516137	0.3614651184886579	0.3937997058842649	0.39456656987235034
0.6325609999999999	0.5849008274852293	0.46024338108362817	0.3832123836863703	0.37619075963950194	0.45934513127447396	0.46105844261465284	0.584100907302961	0.5856050641137033	0.3758013471543119	0.37653741917753636	0.3827717292189148	0.38356842361970056
0.781617	0.7332162651833268	0.5868051669190046	0.30301817605120274	0.36492393749268737	0.5859760905825224	0.5879690837103622	0.7325866674974894	0.7339473753314397	0.36437421552581684	0.3654386311047765	0.30233025199931757	0.3035787826017185
