UKB_sparse_bin	CHB_bin	UKB_WBfreq
1	0	50
1	1	3
1	2	1
1	4	1
1	7	1
1	11	1
1	24	1
1	38	1
1	114	1
2	0	32
2	1	7
2	2	1
2	4	4
2	7	1
2	8	1
2	11	2
2	13	1
2	17	1
2	24	1
2	34	1
2	35	1
2	41	1
2	48	1
2	51	2
2	70	1
2	73	1
2	75	1
3	0	12
3	1	6
3	2	6
3	4	3
3	5	2
3	7	1
3	8	1
3	10	1
3	11	1
3	13	2
3	14	1
3	17	3
3	20	1
3	29	2
3	35	1
3	38	1
3	40	1
3	43	1
3	45	2
3	48	1
3	49	1
3	53	1
3	56	3
3	59	1
3	65	1
3	75	1
3	84	1
3	92	1
3	125	1
4	0	1
4	1	3
4	2	5
4	4	3
4	7	3
4	8	1
4	14	3
4	15	2
4	17	1
4	18	2
4	21	1
4	22	2
4	24	2
4	29	1
4	30	1
4	32	3
4	34	1
4	35	2
4	37	1
4	38	1
4	40	1
4	46	1
4	48	2
4	49	1
4	57	1
4	59	1
4	62	2
4	70	1
4	72	2
4	78	1
4	80	1
4	89	1
4	105	1
4	111	1
4	133	1
4	140	3
5	1	2
5	2	2
5	4	1
5	5	1
5	7	2
5	10	2
5	11	1
5	14	3
5	17	1
5	20	1
5	21	1
5	26	3
5	27	1
5	29	2
5	32	2
5	35	1
5	37	1
5	40	2
5	41	1
5	43	3
5	46	1
5	48	1
5	49	1
5	51	2
5	53	1
5	54	1
5	56	1
5	59	1
5	62	1
5	67	1
5	76	1
5	78	1
5	83	1
5	86	1
5	92	3
5	97	1
5	103	1
5	108	1
5	116	1
5	119	1
5	132	1
5	135	1
5	138	1
5	146	1
6	0	1
6	1	1
6	2	2
6	4	2
6	8	1
6	11	2
6	14	1
6	15	1
6	17	2
6	18	1
6	20	1
6	21	4
6	27	1
6	29	1
6	32	2
6	34	2
6	35	1
6	37	1
6	40	1
6	45	1
6	46	2
6	48	1
6	51	1
6	53	1
6	54	3
6	56	2
6	59	1
6	61	1
6	68	1
6	73	1
6	76	2
6	81	3
6	83	1
6	92	1
6	95	1
6	97	2
6	102	1
6	110	1
6	111	1
6	140	1
6	146	1
6	168	1
6	194	1
7	0	1
7	5	2
7	8	1
7	10	1
7	13	1
7	14	2
7	21	1
7	29	1
7	32	2
7	35	1
7	37	1
7	43	1
7	49	1
7	51	1
7	56	2
7	61	1
7	65	1
7	67	3
7	68	1
7	73	1
7	78	1
7	81	2
7	83	1
7	86	1
7	87	1
7	92	1
7	94	1
7	97	1
7	100	4
7	103	1
7	105	2
7	108	2
7	119	1
7	121	2
7	127	1
7	130	1
7	132	2
7	137	1
7	140	1
7	143	1
7	144	1
7	149	1
7	154	1
7	165	1
7	167	1
7	179	1
8	2	1
8	8	1
8	20	1
8	27	1
8	30	1
8	43	1
8	49	2
8	53	2
8	57	2
8	62	1
8	65	1
8	67	1
8	70	1
8	84	1
8	86	2
8	89	1
8	91	1
8	92	1
8	95	1
8	97	1
8	100	2
8	103	1
8	105	2
8	108	2
8	110	1
8	114	2
8	116	1
8	118	1
8	121	1
8	125	1
8	127	1
8	129	1
8	132	1
8	140	2
8	143	2
8	144	1
8	146	2
8	149	1
8	154	2
8	157	2
8	162	1
8	168	1
8	178	1
8	181	1
8	187	1
8	189	1
8	195	1
9	0	1
9	2	1
9	17	1
9	38	2
9	51	2
9	54	1
9	56	2
9	59	1
9	64	1
9	65	1
9	70	1
9	75	1
9	80	1
9	83	1
9	87	1
9	94	1
9	95	1
9	97	2
9	100	1
9	103	1
9	108	1
9	110	1
9	111	1
9	116	2
9	118	1
9	122	1
9	124	2
9	129	1
9	130	1
9	135	2
9	138	1
9	148	1
9	149	3
9	151	2
9	154	3
9	160	2
9	162	1
9	167	1
9	168	1
9	170	2
9	171	1
9	181	2
9	187	1
9	200	1
9	203	1
10	41	1
10	51	1
10	73	1
10	78	1
10	81	1
10	89	1
10	92	1
10	97	1
10	102	1
10	108	1
10	113	1
10	114	1
10	118	1
10	121	1
10	124	1
10	129	1
10	138	1
10	146	7
10	149	1
10	157	2
10	160	1
10	162	2
10	165	2
10	167	1
10	168	1
10	170	1
10	181	1
10	183	1
10	184	2
10	186	2
10	187	1
10	189	1
10	192	2
10	195	1
10	197	1
10	198	1
10	200	1
10	202	2
10	203	4
10	205	1
10	206	5
