UKB_sparse_bin	CHB_bin	UKB_WBfreq
1	0	54
1	1	1
1	2	2
1	4	1
1	7	1
1	18	1
1	27	1
2	0	44
2	1	3
2	2	2
2	4	1
2	5	1
2	8	1
2	14	1
2	17	1
2	18	1
2	20	1
2	21	1
2	30	1
2	45	1
2	46	1
2	102	1
3	0	18
3	1	8
3	2	6
3	4	3
3	5	1
3	8	4
3	11	1
3	13	1
3	17	1
3	20	1
3	21	2
3	24	4
3	26	2
3	27	1
3	30	1
3	35	1
3	43	1
3	45	1
3	48	1
3	61	1
3	81	1
3	173	1
4	0	8
4	1	4
4	2	4
4	4	3
4	5	1
4	7	1
4	8	5
4	10	1
4	14	3
4	15	1
4	17	2
4	20	1
4	22	1
4	24	3
4	26	3
4	29	1
4	35	2
4	37	1
4	38	1
4	41	1
4	43	1
4	46	1
4	48	1
4	49	1
4	53	1
4	54	1
4	61	1
4	75	1
4	76	1
4	94	1
4	102	1
4	116	1
4	124	1
4	143	1
5	0	4
5	1	5
5	4	2
5	5	1
5	7	1
5	8	1
5	10	1
5	11	1
5	13	1
5	18	1
5	20	1
5	21	1
5	22	1
5	24	1
5	27	2
5	29	1
5	30	1
5	35	1
5	37	1
5	38	2
5	40	2
5	46	2
5	48	3
5	51	2
5	54	1
5	56	1
5	57	1
5	67	1
5	70	1
5	72	1
5	75	1
5	83	1
5	84	1
5	86	1
5	89	1
5	92	2
5	94	1
5	97	1
5	100	1
5	103	2
5	118	1
5	132	1
5	164	1
5	178	1
6	0	2
6	1	4
6	2	2
6	4	1
6	5	1
6	7	1
6	8	1
6	11	3
6	14	1
6	18	1
6	21	1
6	22	1
6	24	1
6	27	3
6	29	1
6	32	1
6	34	2
6	35	1
6	38	2
6	40	1
6	43	1
6	48	1
6	57	1
6	59	1
6	64	1
6	73	2
6	75	1
6	81	1
6	84	1
6	86	1
6	91	1
6	94	1
6	99	1
6	102	1
6	103	1
6	110	2
6	118	1
6	124	1
6	127	2
6	132	1
6	140	1
6	149	1
6	151	1
6	160	1
6	162	1
6	167	1
6	170	1
7	0	1
7	1	3
7	8	1
7	14	2
7	17	1
7	20	1
7	21	1
7	24	4
7	40	2
7	41	1
7	43	1
7	46	1
7	49	1
7	51	1
7	54	3
7	56	1
7	62	2
7	68	1
7	72	1
7	73	1
7	75	1
7	76	2
7	80	2
7	81	2
7	84	1
7	87	1
7	89	1
7	91	1
7	92	1
7	97	1
7	100	2
7	102	1
7	103	1
7	105	1
7	106	1
7	111	1
7	114	1
7	116	2
7	121	2
7	132	1
7	135	1
7	140	1
7	141	2
7	157	1
8	0	2
8	2	1
8	27	2
8	34	1
8	38	1
8	40	1
8	43	1
8	46	3
8	56	1
8	62	1
8	65	1
8	70	1
8	72	2
8	73	1
8	78	1
8	80	1
8	81	1
8	84	1
8	86	1
8	89	1
8	92	2
8	95	1
8	99	1
8	100	2
8	106	1
8	108	1
8	118	1
8	119	1
8	121	2
8	124	2
8	125	1
8	130	2
8	132	1
8	138	1
8	140	3
8	143	2
8	148	1
8	151	1
8	156	1
8	157	1
8	160	1
8	162	1
8	165	3
8	168	1
8	175	1
8	203	1
9	27	3
9	30	1
9	37	1
9	46	1
9	48	1
9	51	2
9	54	1
9	59	1
9	61	1
9	67	1
9	70	2
9	75	2
9	78	2
9	80	1
9	81	1
9	87	1
9	94	2
9	95	2
9	97	1
9	100	3
9	105	1
9	106	1
9	113	1
9	118	1
9	119	1
9	124	1
9	129	1
9	132	2
9	133	1
9	137	1
9	138	1
9	140	1
9	141	1
9	143	1
9	146	1
9	154	3
9	157	4
9	159	1
9	168	1
9	170	1
9	184	1
9	186	2
9	190	1
9	198	1
10	14	1
10	53	1
10	72	1
10	89	2
10	94	1
10	97	1
10	99	1
10	100	1
10	103	2
10	105	1
10	114	1
10	119	2
10	124	1
10	129	1
10	132	1
10	133	1
10	138	1
10	140	1
10	143	1
10	144	1
10	146	1
10	148	1
10	152	1
10	154	1
10	160	1
10	164	1
10	165	2
10	168	1
10	170	2
10	173	2
10	175	1
10	176	1
10	181	3
10	192	2
10	194	1
10	195	3
10	197	1
10	200	1
10	202	1
10	203	4
10	205	4
10	206	3
